date,DW_SW,DW_LW,Air_Temp,SPFH,Pa,Precip,WS_u,WS_v,Albedo,LE_model,RH
2005-01-01,149.1458356,245.258337,280.0041708,0.00355,87548.33333,0.0,1.483333355,2.508333371,0.166163288,0.1394440844344726,0.5513965348553264
2005-01-02,60.78333424,298.5000044,279.5583375,0.00495,87715.0,6.800000101,0.666666677,3.154166714,0.166025161,6.283234124947923,0.7945962662753171
2005-01-03,75.77500113,329.0958382,281.5208375,0.006691666,87731.25,4.00000006,-0.141666669,5.479166748,0.165913099,14.269603846711224,0.937969268943709
2005-01-04,79.65833452,306.7625046,280.1375042,0.005983333,87153.75,8.400000125,2.333333368,8.354166791,0.165787052,32.35788598833802,0.9166327218969372
2005-01-05,148.9083356,258.3458372,276.6791708,0.0040375,87626.66667,1.300000019,3.775000056,3.908333392,0.167403051,34.32038643846526,0.7933696408646361
2005-01-06,141.0875021,219.1375033,274.8291708,0.002191667,87544.58333,0.0,1.629166691,0.20416667,0.167355841,14.865653775749989,0.4915523435800968
2005-01-07,150.1333356,227.0125034,275.5750041,0.002408333,87216.66667,0.0,1.845833361,2.350000035,0.166756772,19.091406033091385,0.5098658318300028
2005-01-08,154.2625023,243.4166703,280.6791708,0.003079167,87642.91667,0.0,1.037500015,3.883333391,0.166041991,20.65300167231963,0.4569022961071776
2005-01-09,150.0208356,239.1333369,281.6208375,0.002925,88052.5,0.0,0.025,2.679166707,0.1655669,11.296510757279703,0.4086845679767289
2005-01-10,130.8375019,277.5916708,283.0083376,0.0024625,87894.58333,0.0,1.262500019,0.570833342,0.165255841,8.769901629497122,0.3124428104419678
2005-01-11,121.0875018,267.5833373,282.7125042,0.004358333,87397.08333,0.0,3.775000056,4.26666673,0.165030612,5.322637341193836,0.5610107685389133
2005-01-12,161.1333357,258.1833372,279.8750042,0.004454167,86925.83333,2.900000043,6.270833427,1.270833352,0.164852431,13.210055331103153,0.6931119390249614
2005-01-13,164.6416691,201.812503,275.3041708,0.0028,87752.08333,0.0,0.545833341,-2.295833368,0.164736557,4.740192120095716,0.6081980846780815
2005-01-14,138.8875021,262.2625039,279.2708375,0.001808333,87870.0,0.0,-2.579166705,0.616666676,0.164611147,7.909843838371703,0.296691637499745
2005-01-15,164.7708358,231.4041701,281.7541709,0.001895833,88206.66667,0.0,-1.766666693,0.416666673,0.1644851,5.22996643553084,0.2629380728234369
2005-01-16,164.5583358,217.8625032,280.5750042,0.001904167,88306.66667,0.0,-3.979166726,0.200000003,0.164604739,3.851545543074144,0.2867473442147486
2005-01-17,163.9208358,231.0708368,281.3625042,0.002716667,88012.5,0.0,-2.016666697,2.033333364,0.164749713,2.739241661543629,0.3861918537191357
2005-01-18,163.9416691,240.8791703,282.4416709,0.0031375,88112.08333,0.0,-3.116666713,0.966666681,0.164866074,2.287258249909032,0.4147401862957909
2005-01-19,164.5708358,245.758337,282.5791709,0.003720833,88185.83333,0.0,-2.983333378,0.766666678,0.16499579,1.7299765925120163,0.4876751350308762
2005-01-20,116.5041684,265.9958373,282.2833375,0.003133333,87938.33333,0.0,-1.316666686,1.870833361,0.165126141,1.278132951862001,0.4178578893426611
2005-01-21,131.4416686,321.5791715,283.4875042,0.006233333,87718.75,5.300000079,-0.266666671,2.258333367,0.165256489,16.29604425243802,0.7641220975866639
2005-01-22,160.4458357,277.5041708,280.3125042,0.005233333,87676.25,0.400000006,-2.058333364,2.291666701,0.165386841,9.452116438505962,0.796809796806373
2005-01-23,163.0333358,260.1916705,282.3750042,0.0046625,88000.0,0.0,-6.02500009,1.850000028,0.165517189,8.047387548957987,0.6183453923242542
2005-01-24,164.2708358,294.6500044,283.2083376,0.005604167,87969.16667,1.300000019,-1.141666684,3.916666725,0.16564754,11.108930946341795,0.7020843275298033
2005-01-25,163.1333358,255.3333371,281.1708375,0.004308333,88018.75,0.0,1.454166688,2.233333367,0.165777892,5.918435455718585,0.6206281686482563
2005-01-26,72.77916775,331.9708383,283.3000042,0.006295833,87487.91667,2.100000031,0.533333341,3.508333386,0.16590824,8.28002463512151,0.7795700820267081
2005-01-27,168.5916692,291.1833377,281.8083375,0.006479167,87453.75,2.900000043,2.975000044,3.683333388,0.166038592,17.14679166772899,0.8876434544423226
2005-01-28,177.458336,236.3583369,280.0291708,0.004325,87752.08333,0.0,2.70000004,-0.066666668,0.16616894,10.35876134338382,0.672166619381637
2005-01-29,179.383336,217.8541699,279.8208375,0.002825,87546.25,0.0,2.162500032,1.941666696,0.166299291,8.858347980949851,0.4444069442396426
2005-01-30,169.9708359,244.0166703,277.1791708,0.003633333,87335.0,0.0,3.320833383,-1.008333348,0.166429639,4.842018227795587,0.6866590078454071
2005-01-31,180.995836,237.9250035,277.4375041,0.003675,87622.91667,0.0,-2.066666697,-2.070833364,0.166559991,3.735361078788531,0.6841484059672572
2005-02-01,154.1375023,255.5541705,276.4625041,0.002858333,87553.75,0.0,-4.01250006,-0.354166672,0.166694157,2.8357714755736465,0.5699569451535305
2005-02-02,153.929169,239.3875036,277.3208375,0.0033,87694.16667,0.0,-5.900000088,-0.558333342,0.16682069,1.7378221146176795,0.6199521844745159
2005-02-03,184.9666694,261.1333372,277.5541708,0.003075,87861.25,0.0,-9.095833469,1.691666692,0.166951042,1.69159379348631,0.569276137056322
2005-02-04,92.80833472,284.1958376,278.1416708,0.003304167,87864.58333,4.100000061,-5.979166756,2.070833364,0.167129074,12.347924635927829,0.5868226862139069
2005-02-05,166.6000025,264.4625039,277.9333375,0.0044625,87367.91667,0.800000012,-0.508333341,2.312500034,0.167928904,9.15652832556104,0.7997452834412392
2005-02-06,149.3833356,294.6750044,278.3583375,0.00455,87320.83333,5.200000077,3.062500046,4.491666734,0.167733099,31.1111897126171,0.790908029534854
2005-02-07,175.6041693,275.2791708,280.8375042,0.0053,87593.33333,0.0,2.00000003,5.245833412,0.167611678,19.78218525190916,0.777448011243049
2005-02-08,191.7500029,257.2625038,279.5833375,0.004416667,87587.08333,0.0,2.233333367,2.695833374,0.167644118,13.082535687572529,0.706716113217777
2005-02-09,184.2875027,239.1291702,279.6708375,0.00395,87607.5,0.0,-0.425000006,1.383333354,0.167748399,7.930728763099115,0.6283472984174813
2005-02-10,69.70000104,306.8333379,281.9166709,0.004825,87563.33333,0.70000001,-2.995833378,2.745833374,0.167864128,6.164219564663373,0.6569625242208622
2005-02-11,71.20416773,345.5958385,282.5583375,0.007704166,87635.41667,7.700000115,-2.600000039,6.387500095,0.167993844,16.519646957814242,1.0048762068365749
2005-02-12,85.79583461,342.3250051,283.2041709,0.0077875,87417.08333,9.900000148,2.870833376,4.94166674,0.168124192,32.58603342455487,0.9697607445470006
2005-02-13,195.8500029,294.5083377,282.0666709,0.00665,87761.66667,0.0,3.004166711,0.083333335,0.168254543,37.28284580325127,0.8982429388160794
2005-02-14,180.5416694,265.250004,282.4000042,0.005125,87719.58333,0.0,1.320833353,0.504166674,0.168384891,21.710252049911794,0.6763634874506527
2005-02-15,153.2708356,314.033338,285.4500043,0.00515,87575.83333,0.0,1.941666696,2.166666699,0.168515243,27.00533000988688,0.5526280431260787
2005-02-16,147.8125022,320.4291714,285.3750043,0.0049625,87613.33333,0.0,0.908333347,1.458333355,0.168756195,16.567937120618684,0.5353995882137451
2005-02-17,78.3208345,346.1666718,285.1041709,0.0056125,87457.08333,0.0,-1.09583335,2.220833366,0.169016583,8.32403362063717,0.6154472850479743
2005-02-18,137.7333354,340.1125051,283.8625042,0.007229166,87547.5,0.0,-0.595833342,4.258333397,0.169277607,5.260303928091847,0.862381150254063
2005-02-19,180.8875027,317.4166714,284.7583376,0.00655,87599.58333,1.900000028,2.987500045,5.187500077,0.169538627,12.577192454475975,0.7362221647117769
2005-02-20,177.8916693,304.4375045,285.1875042,0.0067875,87610.83333,0.400000006,3.575000053,4.650000069,0.169785027,8.633529459317792,0.7414731689813954
2005-02-21,205.2416697,266.537504,283.7916709,0.005275,87661.66667,0.0,0.666666677,4.083333394,0.170045411,6.540968898255484,0.6330987332585034
2005-02-22,204.1041697,289.841671,284.0708376,0.005941667,87517.5,3.500000052,2.058333364,4.325000064,0.170301847,22.10435735019121,0.6986882508301177
2005-02-23,175.7500026,298.0791711,283.4208376,0.005833333,87512.91667,0.0,2.141666699,4.258333397,0.170548487,10.692755798499512,0.7166298621708176
2005-02-24,184.1916694,292.8833377,280.8958375,0.004420833,87313.33333,0.0,1.654166691,2.91666671,0.170809359,7.940036018146362,0.6438150069694851
2005-02-25,170.9958359,282.2125042,280.5708375,0.004270833,87322.91667,0.0,0.654166676,2.791666708,0.171070777,5.078715375025488,0.6361607377365692
2005-02-26,152.5458356,294.8833377,279.9708375,0.00395,87315.83333,0.200000003,2.020833363,1.791666693,0.171317663,4.269328037250063,0.6133155942819102
2005-02-27,212.6791698,265.537504,281.3375042,0.0044875,87478.33333,0.800000012,3.57916672,-0.633333343,0.171578554,5.516126376796583,0.6351458914557008
2005-02-28,228.3541701,233.3708368,280.9125042,0.003445833,87690.0,0.0,1.487500022,-1.412500021,0.171839996,4.559311232623359,0.5034095300027592
2005-03-01,238.4583369,239.8541702,282.0291709,0.003391667,87478.75,0.0,2.316666701,-1.80833336,0.172101568,3.883408283873099,0.4578212949707395
2005-03-02,218.7625033,251.0375037,282.5833375,0.003704167,87387.08333,0.0,1.78333336,0.145833336,0.172348421,3.322287837694576,0.4809570512106735
2005-03-03,240.0291702,253.9458371,283.2000042,0.004783333,87570.0,0.0,3.433333384,1.104166683,0.172609283,2.395983367067566,0.5968685480614125
2005-03-04,239.4125036,248.4416704,281.9041709,0.004195833,87638.33333,0.0,0.66250001,1.287500019,0.172870817,2.5459926826250725,0.5722748815052542
2005-03-05,128.4416686,299.7208378,283.3583376,0.004516667,87485.41667,0.0,1.383333354,3.900000058,0.173117759,1.2922313108329309,0.5570502887797404
2005-03-06,85.86666795,322.5125048,282.3458375,0.004895833,87454.16667,1.200000018,-0.287500004,4.600000069,0.173378532,1.899145922867866,0.6465470081318503
2005-03-07,243.7916703,267.4041707,281.5666709,0.004754167,87645.41667,0.100000001,-1.050000016,0.141666669,0.173625413,4.424821729296394,0.6636480696282311
2005-03-08,248.758337,254.5250038,284.2000042,0.0044375,87728.75,0.0,2.812500042,-2.495833371,0.173886284,2.671278954389698,0.5185512739650128
