Date,ET
2000-10-07,13.119216072617212
2000-10-15,14.793562873205946
2000-10-23,12.457646088201312
2000-10-31,11.42284925297696
2000-11-08,8.77332370771836
2000-11-16,7.578849101100205
2000-11-24,7.196466217955099
2000-12-02,5.088467645597041
2000-12-10,3.520977323947416
2000-12-18,0.8710927418912169
2000-12-26,0.7829464676404435
2001-01-01,5.691823536012402
2001-01-09,3.6439184218985425
2001-01-17,5.517490772217799
2001-01-25,8.350838284096021
2001-02-02,10.777422134021007
2001-02-10,10.938749328155845
2001-02-18,9.739173260229986
2001-02-26,8.66719230895785
2001-03-06,10.263782741899801
2001-03-14,10.422291939306492
2001-03-22,10.59129926736265
2001-03-30,10.115452004815973
2001-04-07,7.985685778676631
2001-04-15,10.512826149138053
2001-04-23,10.558538087752583
2001-05-01,5.29870519612768
2001-05-09,7.310956640012648
2001-05-17,6.447095981929152
2001-05-25,6.57663286732434
2001-06-02,6.391980917520859
2001-06-10,5.613993403483682
2001-06-18,8.940112655473298
2001-06-26,10.780521285113347
2001-07-04,16.37476418170842
2001-07-12,22.562570424014467
2001-07-20,22.768840472809092
2001-07-28,27.884277188693364
2001-08-05,26.5991290235751
2001-08-13,24.80166749945777
2001-08-21,23.384330267952183
2001-08-29,21.85124721411587
2001-09-06,16.559275142574325
2001-09-14,8.847756720337797
2001-09-22,7.38084349347032
2001-09-30,10.210449793321104
2001-10-08,7.696711910770615
2001-10-16,6.729351156922252
2001-10-24,5.965045368136296
2001-11-01,2.037748949306871
2001-11-09,1.3468131771700322
2001-11-17,1.2035014491575313
2001-11-25,1.8871924540849188
2001-12-03,1.784787511675643
2001-12-11,3.998293768578592
2001-12-19,4.8848265102674215
2001-12-27,5.563196210504341
2002-01-01,1.5358834733552698
2002-01-09,1.6598577994229513
2002-01-17,1.51138115934307
2002-01-25,3.316073741257298
2002-02-02,6.594625403422728
2002-02-10,6.827386353530457
2002-02-18,7.40545433528145
2002-02-26,5.310481238572189
2002-03-06,2.2433072628329946
2002-03-14,1.79420916644146
2002-03-22,2.197321648943201
2002-03-30,2.2893164750058754
2002-04-07,2.072341371836031
2002-04-15,2.1560452896678504
2002-04-23,2.391405068129447
2002-05-01,2.5458529511765344
2002-05-09,2.721869819629695
2002-05-17,2.6605800040669703
2002-05-25,2.2325896465573267
2002-06-02,2.1633253260502205
2002-06-10,2.2476481452882995
2002-06-18,2.3034617485571673
2002-06-26,2.5630782258418363
2002-07-04,3.8453514573002208
2002-07-12,8.683756156706272
2002-07-20,19.636803411490877
2002-07-28,19.207160559953348
2002-08-05,28.5938358667236
2002-08-13,26.325331159807405
2002-08-21,22.28894408654907
2002-08-29,19.993649611743326
2002-09-06,20.225230971732714
2002-09-14,19.217180062622575
2002-09-22,16.660161127803693
2002-09-30,13.435840073710592
2002-10-08,4.916447607982594
2002-10-16,4.435104308154877
2002-10-24,4.369172880538102
2002-11-01,3.682333205925176
2002-11-09,2.211711768175226
2002-11-17,1.1409225099164437
2002-11-25,3.7234113085789797
2002-12-03,5.986159492596632
2002-12-11,4.806988156139361
2002-12-19,3.4152684532441144
2002-12-27,7.086973353212196
2003-01-01,0.5008038839964923
2003-01-09,0.6252441816413246
2003-01-17,1.3719100585484274
2003-01-25,2.627114291523859
2003-02-02,5.899406259518929
2003-02-10,9.683549516483199
2003-02-18,13.242140612620494
2003-02-26,10.891421062445053
2003-03-06,17.002159458845277
2003-03-14,7.986742017818443
2003-03-22,7.992748104703738
2003-03-30,3.8290033691339866
2003-04-07,3.556799212940854
2003-04-15,2.48306041237979
2003-04-23,2.571801145994963
2003-05-01,2.362656393044637
2003-05-09,2.739320870996077
2003-05-17,2.658978162644259
2003-05-25,2.8290285941860747
2003-06-02,3.6175318093348814
2003-06-10,3.5212466994223033
2003-06-18,3.5741704986039986
2003-06-26,3.6239384392627816
2003-07-04,4.865681256122379
2003-07-12,10.143889177173657
2003-07-20,26.70625139494636
2003-07-28,25.43378572037223
2003-08-05,28.77957603080091
2003-08-13,15.14334003110133
2003-08-21,24.774957693024362
2003-08-29,21.467167758914115
2003-09-06,20.19724888307316
2003-09-14,16.604861556686334
2003-09-22,9.859090058734187
2003-09-30,11.666521222675968
2003-10-08,7.464941852272397
2003-10-16,6.867670727684463
2003-10-24,5.686009583427064
2003-11-01,2.694531553674454
2003-11-09,6.269274661631275
2003-11-17,6.833830756912189
2003-11-25,5.493622513544489
2003-12-03,7.155603253875854
2003-12-11,1.1449555684369508
2003-12-19,1.6303910777430048
2003-12-27,1.4659918070887672
2004-01-01,0.7323746936092791
2004-01-09,7.215833732010232
2004-01-17,7.724603987103722
2004-01-25,7.830582793537789
2004-02-02,9.001924542534711
2004-02-10,3.5118409140950293
2004-02-18,8.679147451295618
2004-02-26,11.654174555401735
2004-03-05,18.54672401535335
2004-03-13,19.161536264387262
2004-03-21,12.140456403337248
2004-03-29,10.758376018313488
2004-04-06,12.808004995059443
2004-04-14,16.206118300228813
2004-04-22,14.59103855224284
2004-04-30,9.013932733757091
2004-05-08,5.76086000754298
2004-05-16,3.416178019880648
2004-05-24,2.9770824024556344
2004-06-01,3.201766799895146
2004-06-09,2.9171770217121784
2004-06-17,4.0645603039559015
2004-06-25,4.986892672871965
2004-07-03,5.248346717900885
2004-07-11,14.389089297663093
2004-07-19,17.075109181713238
2004-07-27,20.553974871136127
2004-08-04,24.467323024272712
2004-08-12,23.17212258484175
2004-08-20,20.807243410444492
2004-08-28,18.32106043769119
2004-09-05,19.185099102154872
2004-09-13,11.88477773418374
2004-09-21,12.129412508406302
2004-09-29,10.257925953301491
2004-10-07,7.7218004557990945
2004-10-15,4.495282230159217
2004-10-23,4.959797686578782
2004-10-31,7.601908376090916
2004-11-08,9.726767266496065
2004-11-16,7.43211348235819
2004-11-24,5.963279992507816
2004-12-02,5.840664356451098
2004-12-10,6.7956035913802655
2004-12-18,5.0926793922563
2004-12-26,5.387239316520762
2005-01-01,5.23186710440929
2005-01-09,6.312266911694677
2005-01-17,6.868595461751887
2005-01-25,9.177326269373513
2005-02-02,7.9373654940932346
2005-02-10,8.967267528483294
2005-02-18,12.44876795669221
2005-02-26,16.357874473810334
2005-03-06,19.46835106832624
2005-03-14,6.283276907720293
2005-03-22,5.588483889666186
2005-03-30,6.1154182544123445
