Date,ET
2000-10-07,50.20295081994854
2000-10-15,40.557561365377545
2000-10-23,54.150201738783885
2000-10-31,65.18019635570796
2000-11-08,52.46967801106286
2000-11-16,30.912149129764014
2000-11-24,13.184779563886405
2000-12-02,27.983561790623526
2000-12-10,30.945336467554593
2000-12-18,11.21599845088913
2000-12-26,25.722442110840657
2001-01-01,37.74799062771054
2001-01-09,61.763888842014026
2001-01-17,43.94833344020736
2001-01-25,56.976505573761415
2001-02-02,31.658145150675445
2001-02-10,49.548270075160424
2001-02-18,23.385259062636038
2001-02-26,49.71027787808934
2001-03-06,45.771030698719905
2001-03-14,16.456549802733036
2001-03-22,14.176748824666921
2001-03-30,36.172352505408334
2001-04-07,28.573809732736127
2001-04-15,17.531199059058565
2001-04-23,19.3344400419846
2001-05-01,16.777586576397475
2001-05-09,23.997095417129266
2001-05-17,24.5767282373548
2001-05-25,16.21737628206639
2001-06-02,14.655215255535758
2001-06-10,14.106204796506203
2001-06-18,23.580822074998533
2001-06-26,21.659156797694177
2001-07-04,34.73630142187438
2001-07-12,36.854508452610176
2001-07-20,51.91572912834646
2001-07-28,45.42327809071231
2001-08-05,45.81789256798017
2001-08-13,36.34694556849656
2001-08-21,31.141831393288438
2001-08-29,45.33712947056846
2001-09-06,38.56768121053382
2001-09-14,45.84136252569186
2001-09-22,29.958733829678685
2001-09-30,42.8084700758355
2001-10-08,29.208486191313394
2001-10-16,15.20254624551547
2001-10-24,13.714024515776277
2001-11-01,17.489818561655607
2001-11-09,19.602123614996994
2001-11-17,15.664822949115576
2001-11-25,28.662130145562234
2001-12-03,21.29909525513079
2001-12-11,48.741189221023234
2001-12-19,26.341338057165085
2001-12-27,11.25993590933482
2002-01-01,31.41186141363945
2002-01-09,17.696801626060147
2002-01-17,29.11794842372056
2002-01-25,36.763903607504346
2002-02-02,38.45606001032736
2002-02-10,9.670786941569158
2002-02-18,13.691882186574976
2002-02-26,7.330187158917168
2002-03-06,9.187587116392557
2002-03-14,10.766742378475792
2002-03-22,6.6303252795318
2002-03-30,7.781020607561952
2002-04-07,9.017886071164591
2002-04-15,12.496185019186665
2002-04-23,7.30969940836789
2002-05-01,7.623363983678637
2002-05-09,10.727987185241917
2002-05-17,11.483298121154633
2002-05-25,7.792039460139904
2002-06-02,10.580739388253061
2002-06-10,6.460520032129701
2002-06-18,3.208406879537217
2002-06-26,2.562274087998946
2002-07-04,9.415271398148489
2002-07-12,19.862992703316564
2002-07-20,31.7490031184715
2002-07-28,45.88760171313419
2002-08-05,69.94208426285604
2002-08-13,75.01875850070346
2002-08-21,47.16297979405924
2002-08-29,46.00922294709045
2002-09-06,65.44909280827798
2002-09-14,55.06620128653802
2002-09-22,31.50818809715857
2002-09-30,35.31855828065558
2002-10-08,26.12584627352772
2002-10-16,29.97371742732843
2002-10-24,27.754311523157263
2002-11-01,12.223243666026532
2002-11-09,20.778257773397797
2002-11-17,7.04919650420688
2002-11-25,50.830692138684036
2002-12-03,40.336060870944465
2002-12-11,25.951484817700976
2002-12-19,57.35178063375138
2002-12-27,14.411007546431133
2003-01-01,27.019608992942814
2003-01-09,14.815827930570126
2003-01-17,10.313671747120301
2003-01-25,7.136787079942881
2003-02-02,30.417960404861052
2003-02-10,55.36952411246729
2003-02-18,32.89205582874045
2003-02-26,60.53848899253797
2003-03-06,9.839421074657688
2003-03-14,35.696759860816215
2003-03-22,10.446901609522802
2003-03-30,11.24836567116324
2003-04-07,7.660781845365653
2003-04-15,15.756879030978846
2003-04-23,9.240797302724607
2003-05-01,9.84039011269021
2003-05-09,10.575892088734683
2003-05-17,9.185548213122534
2003-05-25,13.663499117445532
2003-06-02,9.69587815011186
2003-06-10,10.848919081738366
2003-06-18,11.225617956861118
2003-06-26,7.5384244462519066
2003-07-04,3.127646397726621
2003-07-12,10.552077040421988
2003-07-20,18.300208573096725
2003-07-28,41.649928366278544
2003-08-05,23.146013823873815
2003-08-13,40.37529066922248
2003-08-21,38.615772412326635
2003-08-29,43.50816151927599
2003-09-06,49.83096002686458
2003-09-14,28.241900495782897
2003-09-22,31.04179899358411
2003-09-30,35.88016581223682
2003-10-08,43.45830394297648
2003-10-16,25.542729219470846
2003-10-24,22.260170891565604
2003-11-01,30.023031211715182
2003-11-09,41.59011884954035
2003-11-17,22.350978234823593
2003-11-25,18.170526225198188
2003-12-03,29.04978332697698
2003-12-11,30.851940101046463
2003-12-19,34.23910138069988
2003-12-27,19.70200835979871
2004-01-01,29.574305853208955
2004-01-09,45.14939469927324
2004-01-17,61.44366206095844
2004-01-25,33.48719663245572
2004-02-02,32.79896067823371
2004-02-10,11.40282915230898
2004-02-18,48.01583071491963
2004-02-26,49.55792459643796
2004-03-05,36.9008100769829
2004-03-13,17.127349822307856
2004-03-21,18.780245208387466
2004-03-29,48.051382218637166
2004-04-06,23.094704167074454
2004-04-14,14.74669168643835
2004-04-22,19.645162909763428
2004-04-30,19.00114917701373
2004-05-08,22.514651585054253
2004-05-16,19.568897465060587
2004-05-24,22.301028690613148
2004-06-01,9.342064519286245
2004-06-09,15.17954414290967
2004-06-17,15.508700248735202
2004-06-25,13.97377058309339
2004-07-03,12.57639495914597
2004-07-11,20.86679966857799
2004-07-19,20.4387029655854
2004-07-27,33.35325169845312
2004-08-04,22.64967018113454
2004-08-12,44.99458739313996
2004-08-20,31.473989956091454
2004-08-28,26.144402276079177
2004-09-05,25.857108866381544
2004-09-13,29.060978521695937
2004-09-21,30.555372697848977
2004-09-29,21.963054634001434
2004-10-07,20.445324233291345
2004-10-15,29.277827464824384
2004-10-23,37.06625064546275
2004-10-31,19.834898615925116
2004-11-08,41.561836185744795
2004-11-16,53.3875278856829
2004-11-24,38.57134600521759
2004-12-02,48.72386466035986
2004-12-10,29.156481712729192
2004-12-18,28.802208242349735
2004-12-26,42.09940929601508
2005-01-01,53.26961489913884
2005-01-09,24.293632445603915
2005-01-17,40.119106881899654
2005-01-25,52.07832923837044
2005-02-02,64.02662935075682
2005-02-10,61.54303971663726
2005-02-18,59.28239886061021
2005-02-26,43.93123584622285
2005-03-06,26.967619279848943
2005-03-14,22.922216662897938
2005-03-22,22.419363548307604
2005-03-30,12.971860772395411
2005-04-07,10.351570120047645
2005-04-15,7.935355418006809
2005-04-23,16.779241576920604
2005-05-01,11.02676814636565
2005-05-09,10.204070044110832
2005-05-17,6.596702148842889
2005-05-25,32.66038275525732
2005-06-02,18.952052656269476
2005-06-10,15.839540886064373
2005-06-18,9.88851759540192
2005-06-26,3.987328256254654
2005-07-04,3.373883307064818
2005-07-12,4.393022757417329
2005-07-20,26.206090806921345
2005-07-28,50.82348953253292
2005-08-05,55.43418303807962
2005-08-13,55.37622384820712
2005-08-21,60.0511274084622
2005-08-29,48.28795574740368
2005-09-06,65.24690093452892
2005-09-14,47.150249832095035
2005-09-22,34.713016665597834
2005-09-30,39.96300991565943
2005-10-08,38.288141792580994
2005-10-16,30.580765544264363
2005-10-24,24.62663854754824
2005-11-01,12.356906790100533
2005-11-09,13.628321813438408
2005-11-17,14.880659823354101
2005-11-25,11.317309963921565
2005-12-03,11.843118353420019
2005-12-11,27.54002924410802
2005-12-19,8.709141357210111
2005-12-27,7.910546441263723
2006-01-01,11.781665648550923
2006-01-09,10.891790471786939
2006-01-17,16.232756016726345
2006-01-25,14.13011096898737
2006-02-02,6.076110196119445
2006-02-10,11.459552259710623
2006-02-18,13.613423433761097
2006-02-26,10.55887675962456
2006-03-06,43.6136664315437
2006-03-14,22.00830242424037
2006-03-22,8.137232154006597
2006-03-30,11.250986756620838
2006-04-07,9.815633869840934
2006-04-15,9.284149625884657
2006-04-23,10.500405840046694
2006-05-01,9.524475698534232
2006-05-09,8.89491569326928
2006-05-17,11.763086443086165
2006-05-25,10.907347814201179
2006-06-02,14.732965264816944
2006-06-10,5.763196551456463
2006-06-18,8.53276841973815
2006-06-26,17.041409606512307
2006-07-04,26.398230756769266
2006-07-12,12.970810735102017
2006-07-20,23.464425293369164
2006-07-28,81.13552062274937
2006-08-05,69.44289594294933
2006-08-13,79.99722240034535
2006-08-21,92.17815956179398
2006-08-29,73.3919575327624
2006-09-06,104.6338706846797
2006-09-14,87.13914069909097
2006-09-22,72.30840257645134
2006-09-30,45.22218772253689
2006-10-08,47.80847851325839
2006-10-16,34.75554507440109
2006-10-24,32.39378254735916
2006-11-01,17.619962436592754
2006-11-09,20.514930020013555
2006-11-17,12.2497920175228
2006-11-25,31.081694926408645
2006-12-03,37.274926256922875
2006-12-11,27.244535081117252
2006-12-19,33.14958833813125
2006-12-27,31.180298870397603
2007-01-01,37.323371408610775
2007-01-09,48.46791923023687
2007-01-17,59.0412353737271
2007-01-25,56.54421884650303
2007-02-02,13.81690792071515
2007-02-10,39.74033197884569
2007-02-18,28.077827211701557
2007-02-26,15.83794536937349
2007-03-06,7.7651152214486
2007-03-14,7.385889760005934
2007-03-22,25.404587089392795
2007-03-30,8.585525516454656
2007-04-07,19.321768298239267
2007-04-15,11.631573596265898
2007-04-23,13.601325856651526
2007-05-01,13.054504908892707
2007-05-09,14.819361101454925
2007-05-17,17.901037887404247
2007-05-25,13.186796951727798
2007-06-02,12.188629138134088
2007-06-10,11.037931278877057
2007-06-18,6.256650798686446
2007-06-26,3.3013585938528243
2007-07-04,11.877353197277055
2007-07-12,12.87937775692795
2007-07-20,46.59248301546734
2007-07-28,70.39273968187501
2007-08-05,93.97222906590953
2007-08-13,76.75684148444626
2007-08-21,59.875344668729674
2007-08-29,54.94703196770811
2007-09-06,64.20811789779903
2007-09-14,56.8277183689448
2007-09-22,45.67435217466123
2007-09-30,45.26750723087138
2007-10-08,23.011192663491908
2007-10-16,18.0004277773465
2007-10-24,13.12563322859676
2007-11-01,10.180222089848414
2007-11-09,16.732197459323174
2007-11-17,24.47107946702484
2007-11-25,42.022544372407495
2007-12-03,50.6252505914632
2007-12-11,39.513224816823566
2007-12-19,28.434598581162867
2007-12-27,18.549810748601917
2008-01-01,54.88593068150733
2008-01-09,22.190738072015083
2008-01-17,39.32658269180787
2008-01-25,34.48149757508464
2008-02-02,34.59367100462693
2008-02-10,34.86710974387349
2008-02-18,22.76191701625721
2008-02-26,11.782826637956903
2008-03-05,9.038731990320583
2008-03-13,21.084541291060717
2008-03-21,7.435891194367848
2008-03-29,9.291619698345245
2008-04-06,9.341838396349624
2008-04-14,6.312520460750779
2008-04-22,6.902781480868972
2008-04-30,8.328303504230515
2008-05-08,9.582466528742911
2008-05-16,25.388981653667383
2008-05-24,17.717240017684798
2008-06-01,9.716943442266075
2008-06-09,6.176324422289638
2008-06-17,3.6118072453838796
2008-06-25,13.684718814440801
2008-07-03,35.632038920144765
2008-07-11,43.827534433123226
2008-07-19,59.690908929830954
2008-07-27,61.072492651004424
2008-08-04,89.90419559296507
2008-08-12,110.30015710481636
2008-08-20,94.6415010681776
2008-08-28,118.24007294995927
2008-09-05,79.74865212167403
2008-09-13,81.96758721764145
2008-09-21,53.52479674247955
2008-09-29,45.465103662179
