date,DW_SW,DW_LW,Air_Temp,SPFH,Pa,Precip,WS_u,WS_v,Albedo,LE_model,RH
2005-01-01,60.87500091,269.3208373,272.2125041,0.0037875,79900.83333,1.500000022,-0.908333347,3.300000049,0.394935769,0.0147508569153166,0.9393620427992287
2005-01-02,56.67500084,264.6416706,271.6791707,0.003691667,79840.0,3.000000045,-1.604166691,2.858333376,0.390450159,0.1437131517924305,0.9519004617378116
2005-01-03,82.36666789,266.587504,270.887504,0.003504167,79513.75,20.2000003,-1.654166691,3.400000051,0.392795397,10.506716406544768,0.9547298752548732
2005-01-04,88.05000131,264.5208373,270.6208374,0.003458333,79244.58333,8.600000128,1.316666686,0.0,0.394452722,5.004463936160829,0.9580488365691864
2005-01-05,124.0958352,225.8708367,270.3583374,0.003316667,80049.58333,1.100000016,0.008333333,1.433333355,0.392601796,1.2485443900931583,0.9466588454584576
2005-01-06,121.4166685,212.8000032,270.0041707,0.003158333,80220.41667,0.0,0.429166673,0.437500007,0.39029565,0.1041580641043529,0.9278632852307448
2005-01-07,73.00416775,261.5416706,272.3583374,0.003791667,79327.08333,26.6000004,-2.66250004,6.058333424,0.391935809,11.394988700382635,0.9236041839811484
2005-01-08,47.1500007,296.8791711,273.6666707,0.0043625,79326.66667,51.90000077,-0.145833336,7.208333441,0.399037978,11.96344507957156,0.9650023978402767
2005-01-09,67.75833434,308.6708379,275.4083374,0.0049375,79978.33333,33.8000005,-0.966666681,4.391666732,0.395983516,16.203907640592494,0.9701558129594436
2005-01-10,58.82083421,295.6416711,274.5416708,0.004566667,80027.08333,11.70000017,-0.679166677,4.537500068,0.389100369,12.201196704669224,0.956030420119764
2005-01-11,51.6083341,289.2958376,273.6041707,0.0042375,79536.66667,47.80000071,-0.212500003,5.445833414,0.393820895,11.604431845737906,0.9441478573414682
2005-01-12,133.3458353,201.662503,269.875004,0.002929167,80094.58333,0.500000007,0.745833344,-1.879166695,0.393890034,0.3839629481048962,0.8676228057878438
2005-01-13,121.8416685,197.5041696,271.8708374,0.001975,80613.75,0.0,-0.354166672,-0.67500001,0.38992831,0.1791731375287917,0.5069060469278377
2005-01-14,135.3333353,208.1500031,273.3416707,0.001683333,80721.66667,0.0,-0.325000005,-0.21666667,0.386705365,0.2604398878937444,0.3880512371999988
2005-01-15,132.625002,210.0375031,275.1208374,0.001675,80952.5,0.0,-0.637500009,-0.158333336,0.382586602,0.4651959003832885,0.3401202562154608
2005-01-16,127.8125019,228.3500034,276.4750041,0.001820833,81224.16667,0.0,0.125000002,-0.333333338,0.375416989,0.4319359303309316,0.336528140523618
2005-01-17,135.0916687,213.3833365,276.0208374,0.002570833,81130.0,0.0,0.391666673,-2.287500034,0.366622221,1.9528686512667568,0.4902999167022807
2005-01-18,133.8291687,219.1625033,278.1541708,0.0024375,81189.58333,0.0,-0.454166673,-0.383333339,0.359240158,0.4727101396947826,0.3996620525044885
2005-01-19,135.8708354,216.1625032,278.6250042,0.00235,81247.08333,0.0,-0.829166679,0.450000007,0.352233211,0.9528849219868822,0.3730124833722129
2005-01-20,137.6291687,227.6666701,280.0583375,0.003058333,80912.5,0.0,-0.658333343,0.695833344,0.345965044,1.040353514334353,0.4373748860432458
2005-01-21,139.5416687,224.2708367,279.4291708,0.003166667,80547.91667,0.0,0.258333337,-1.100000016,0.341035832,1.0822559759085195,0.4710193544472619
2005-01-22,141.8750021,220.94167,278.6833375,0.003158333,80572.5,0.0,-0.383333339,-0.758333345,0.337155665,0.6886404847961933,0.4951220752120631
2005-01-23,140.7708354,230.8958368,279.0375042,0.003770833,80683.33333,0.0,-1.000000015,1.233333352,0.334107099,1.174034613951635,0.577429251557268
2005-01-24,128.8250019,243.7666703,278.7791708,0.004125,80555.41667,0.0,-1.058333349,1.187500018,0.331720386,0.9869702405197024,0.6421899403597957
2005-01-25,112.258335,281.8583375,279.4583375,0.005375,80447.91667,1.200000018,-0.620833343,1.729166692,0.332819671,1.2632811729051272,0.796876481250866
2005-01-26,80.7875012,291.6583377,276.7833375,0.005258333,80028.75,29.70000044,0.237500004,2.920833377,0.341642442,14.270412590576088,0.9366788578445756
2005-01-27,125.3875019,265.5458373,275.0708374,0.004841667,80042.5,16.70000025,1.083333349,1.104166683,0.362032651,13.491443856580291,0.9756068507774992
2005-01-28,94.01666807,268.5333373,274.2208374,0.004525,80170.83333,22.70000034,-0.68750001,3.608333387,0.365214121,9.842186454882553,0.971442994042998
2005-01-29,147.2125022,247.208337,274.0250041,0.004504167,80294.58333,0.0,1.791666693,-1.937500029,0.38515801,1.9446547894847492,0.9824041289371024
2005-01-30,156.0583357,202.775003,273.0291707,0.003558333,80486.25,0.0,0.225000003,-2.2666667,0.379892469,0.9394343253064072,0.836914320639558
2005-01-31,156.2458357,205.7041697,274.5416708,0.00305,80610.83333,0.0,-0.779166678,-0.379166672,0.375846363,0.7135467242437417,0.6431742200217346
2005-02-01,162.0791691,204.6583364,275.4291708,0.002320833,80617.91667,0.0,-0.44583334,-1.237500018,0.372072371,1.7830246104015028,0.4589700265831923
2005-02-02,163.1500024,199.725003,275.1916708,0.002408333,80844.16667,0.0,-0.762500011,-1.604166691,0.368550147,2.141322030036529,0.4858777073348161
2005-02-03,162.5875024,212.0208365,275.7875041,0.002504167,80725.41667,0.0,-0.741666678,-0.441666673,0.365640185,1.2939255767910274,0.4832432750654247
2005-02-04,165.3625025,207.6833364,275.0166708,0.0024625,80649.16667,0.0,-0.595833342,0.491666674,0.362058197,0.9875907827576303,0.501925193702057
2005-02-05,167.5125025,212.3333365,275.7000041,0.002766667,80284.16667,0.0,0.983333348,-1.245833352,0.358413269,1.7757216701729557,0.5343365274562168
2005-02-06,151.4541689,234.1791702,274.3541708,0.0041125,79768.33333,0.0,1.383333354,-0.270833337,0.353651907,0.7684124627395447,0.8699584578891102
