site,station,date,dtgw,longitude,latitude
3.13E+14,D-23-22 04DCA1 [HERUWS],7/20/2011,13.88,-110.1105194,31.45477778
3.13E+14,D-23-22 04DCD3 [HERUES],7/20/2011,7.89,-110.1099389,31.454675
3.13E+14,D-23-22 09ACD2 [HERSUD],7/20/2011,17.86,-110.1109278,31.4451861
3.13E+14,D-23-22 09ACD1 [HERSUS],7/20/2011,17.44,-110.1109222,31.44523056
3.13E+14,D-22-22 28CCD [HUN-SO],7/20/2011,7.05,-110.1186389,31.48143889
3.13E+14,D-22-22 33BBC [HUN-UP],7/20/2011,26.89,-110.1194139,31.47880833
3.13E+14,D-22-22 28CAA2 [HUN-LO],7/20/2011,6.61,-110.1199667,31.48331944
3.13E+14,D-22-22 17ACC1 [COT-LS],7/20/2011,2.74,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],7/20/2011,3.19,-110.1294444,31.5197222
3.13E+14,D-22-22 28CAA1 [HUN-LI],7/20/2011,5.19,-110.1186889,31.4832611
3.13E+14,D-22-22 17ACC3 [COTBLM],7/20/2011,16.92,-110.1296389,31.5196
3.13E+14,D-22-22 17BDD2 [COTUWD],7/20/2011,2.8,-110.1317528,31.51913889
3.13E+14,D-22-22 06AAA1 [LSPLED],7/21/2011,0.45,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBB3 [LSPLES],7/21/2011,5.17,-110.1386028,31.55300833
3.13E+14,D-22-22 05BBD2 [LSPUED],7/21/2011,10.07,-110.1376583,31.5533111
3.14E+14,D-21-21 13BAB1 [MOSLNS],7/21/2011,5.26,-110.1674778,31.6119
3.14E+14,D-21-21 13BAB2 [MOSLND],7/21/2011,5.09,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB1 [CLRSUS],7/21/2011,16.12,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAB4 [MOSLNW],7/21/2011,8.45,-110.1676083,31.611775
3.14E+14,D-21-22 19CDB2 [CLRSUD],7/21/2011,15.39,-110.1497172,31.5857333
3.14E+14,D-21-21 13BAC1 [MOSWAS],7/21/2011,12.33,-110.1671056,31.61073889
3.14E+14,D-20-21 14BCC2 [BOQSUD],7/21/2011,12.6,-110.1805278,31.69558889
3.14E+14,D-20-21 10AAC2 [FBK-UP],7/21/2011,33.27,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC1 [BOQSUS],7/21/2011,28.31,-110.1805139,31.69561667
3.14E+14,D-20-21 15DDB [BOQ-UP],7/21/2011,21.74,-110.1835389,31.69018056
3.14E+14,D-20-21 15DBD1 [BOQ-LI],7/21/2011,9.39,-110.1852472,31.69043056
3.12E+14,D-23-22 33ABD02 [ULLRICH],7/22/2011,16.47,-110.110575,31.39218056
3.12E+14,D-24-22 04CBC1 [PALUWS],7/27/2011,18.41,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],7/27/2011,17.66,-110.1221194,31.37070278
3.13E+14,D-23-22 04DCD2 [HER-LD],7/27/2011,6.6,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCD4 [HERUED],7/27/2011,8.04,-110.1099306,31.4546722
3.13E+14,D-23-22 09ACD1 [HERSUS],7/27/2011,17.38,-110.1109222,31.44523056
3.13E+14,D-22-22 28CAA2 [HUN-LO],7/27/2011,5.75,-110.1199667,31.48331944
3.13E+14,D-22-22 17ACC3 [COTBLM],7/27/2011,16.75,-110.1296389,31.5196
3.12E+14,D-24-22 04CBA3 [PAL-US],7/28/2011,15.85,-110.1192944,31.3689111
3.12E+14,D-24-22 04CBA1 [PAL-LS],7/28/2011,6.88,-110.1187806,31.36905556
3.14E+14,D-21-22 19CDB1 [CLRSUS],7/28/2011,16.2,-110.1500505,31.58576109
3.14E+14,D-20-21 14BCC2 [BOQSUD],7/28/2011,12.54,-110.1805278,31.69558889
3.14E+14,D-20-21 10AAC2 [FBK-UP],7/28/2011,33.38,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC1 [BOQSUS],7/28/2011,27.94,-110.1805139,31.69561667
3.14E+14,D-20-21 03CAB [FBK-LO],7/28/2011,15.71,-110.1924889,31.7216861
3.14E+14,D-20-21 03CBA [FBK-LI],7/28/2011,15.88,-110.1933028,31.72146944
3.12E+14,D-24-22 04ADD [PAL-SA],7/29/2011,33.44,-110.1064861,31.3739361
3.12E+14,D-23-22 33ABD02 [ULLRICH],8/5/2011,16.07,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],8/19/2011,16.24,-110.110575,31.39218056
3.12E+14,D-24-22 17BDC [PAL-05],8/24/2011,18.44,-110.1343056,31.3446111
3.12E+14,D-23-22 33ABD02 [ULLRICH],9/3/2011,18.43,-110.110575,31.39218056
3.12E+14,D-24-22 04CBA3 [PAL-US],9/21/2011,16.18,-110.1192944,31.3689111
3.12E+14,D-24-22 04CBA4 [PAL-UD],9/21/2011,16.14,-110.1192944,31.36890556
3.12E+14,D-24-22 04ADD [PAL-SA],9/21/2011,32.87,-110.1064861,31.3739361
3.12E+14,D-24-22 08DBA2 [PLS-LO],9/21/2011,10.21,-110.126375,31.35772778
3.12E+14,D-24-22 08DBA1 [PLS-LI],9/21/2011,6.04,-110.1260028,31.3575222
3.12E+14,D-24-22 04CBA1 [PAL-LS],9/21/2011,6.13,-110.1187806,31.36905556
3.12E+14,D-24-22 04CBA2 [PAL-LD],9/21/2011,6.97,-110.1187861,31.36905833
3.12E+14,D-24-22 04CBC1 [PALUWS],9/21/2011,18.39,-110.1221389,31.3707
3.12E+14,D-24-22 17BDC [PAL-05],9/21/2011,18.88,-110.1343056,31.3446111
3.12E+14,D-24-22 04CBC2 [PALUWD],9/21/2011,17.68,-110.1221194,31.37070278
3.12E+14,D-23-22 22CBB2 [KOL-LO],9/21/2011,8.64,-110.1041667,31.41485833
3.12E+14,D-23-22 22CBB1 [KOL-LI],9/21/2011,8.99,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB3 [KOL-UP],9/21/2011,9.93,-110.1035833,31.4149361
3.13E+14,D-23-22 04DCA1 [HERUWS],9/21/2011,14.21,-110.1105194,31.45477778
3.13E+14,D-23-22 09ACD2 [HERSUD],9/21/2011,18.07,-110.1109278,31.4451861
3.13E+14,D-23-22 09ACD1 [HERSUS],9/21/2011,17.69,-110.1109222,31.44523056
3.13E+14,D-22-22 17BDD2 [COTUWD],9/21/2011,2.76,-110.1317528,31.51913889
3.13E+14,D-23-22 04DCD1 [HER-LS],9/22/2011,6.99,-110.1097,31.45451944
3.13E+14,D-23-22 04DCD2 [HER-LD],9/22/2011,7.19,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCD3 [HERUES],9/22/2011,8.4,-110.1099389,31.454675
3.13E+14,D-22-22 28CCD [HUN-SO],9/22/2011,6.15,-110.1186389,31.48143889
3.13E+14,D-22-22 33BBC [HUN-UP],9/22/2011,26.42,-110.1194139,31.47880833
3.13E+14,D-22-22 28CAA2 [HUN-LO],9/22/2011,5.66,-110.1199667,31.48331944
3.13E+14,D-22-22 17ACC1 [COT-LS],9/22/2011,2.8,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],9/22/2011,2.97,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC3 [COTBLM],9/22/2011,16.91,-110.1296389,31.5196
3.13E+14,D-22-22 06AAA1 [LSPLED],9/22/2011,0.75,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBB3 [LSPLES],9/22/2011,4.37,-110.1386028,31.55300833
3.13E+14,D-22-22 05BBD2 [LSPUED],9/22/2011,9.03,-110.1376583,31.5533111
3.13E+14,D-23-22 04DCD4 [HERUED],9/23/2011,8.54,-110.1099306,31.4546722
3.13E+14,D-22-22 28CAA1 [HUN-LI],9/23/2011,3.99,-110.1186889,31.4832611
3.14E+14,D-21-21 13BAB1 [MOSLNS],9/23/2011,5.64,-110.1674778,31.6119
3.14E+14,D-21-21 13BAB2 [MOSLND],9/23/2011,5.4,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB1 [CLRSUS],9/23/2011,16.15,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAB4 [MOSLNW],9/23/2011,8.82,-110.1676083,31.611775
3.14E+14,D-21-22 19CDB2 [CLRSUD],9/23/2011,15.34,-110.1497172,31.5857333
3.14E+14,D-21-21 13BAC1 [MOSWAS],9/23/2011,12.67,-110.1671056,31.61073889
3.14E+14,D-20-21 14BCC2 [BOQSUD],9/24/2011,12.58,-110.1805278,31.69558889
3.14E+14,D-20-21 10AAC2 [FBK-UP],9/24/2011,33.62,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC1 [BOQSUS],9/24/2011,27.83,-110.1805139,31.69561667
3.14E+14,D-20-21 15DDB [BOQ-UP],9/24/2011,21.86,-110.1835389,31.69018056
3.14E+14,D-20-21 15DBD1 [BOQ-LI],9/24/2011,9.06,-110.1852472,31.69043056
3.14E+14,D-20-21 03CAB [FBK-LO],9/25/2011,15.75,-110.1924889,31.7216861
3.14E+14,D-20-21 03CBA [FBK-LI],9/25/2011,15.4,-110.1933028,31.72146944
3.12E+14,D-23-22 33DCD2 [PALO DEEP],9/26/2011,15.8,-110.1103549,31.38010095
3.12E+14,D-23-22 33ABD02 [ULLRICH],10/9/2011,16.99,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],10/23/2011,16.32,-110.110575,31.39218056
3.13E+14,D-22-22 06ABD [LSP-6],10/28/2011,28.89,-110.1457194,31.554
3.13E+14,D-22-22 06AAA4 [LSP-4],10/28/2011,10.03,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA5 [LSP-5],10/28/2011,5.1,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA7 [LSP-2],10/28/2011,4.94,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],10/28/2011,9.93,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],10/28/2011,9.57,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA4 [LSP-4],10/28/2011,10.03,-110.1403562,31.5534288
3.12E+14,D-23-22 33ABD02 [ULLRICH],11/12/2011,16.19,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],12/13/2011,15.9,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],1/1/2012,15.87,-110.110575,31.39218056
3.12E+14,D-23-22 33DCD2 [PALO DEEP],1/6/2012,15.56,-110.1103549,31.38010095
3.12E+14,D-23-22 33ABD02 [ULLRICH],1/26/2012,16.06,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],2/19/2012,16.02,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],3/15/2012,15.82,-110.110575,31.39218056
3.12E+14,D-24-22 04CBA4 [PAL-UD],3/19/2012,15.3,-110.1192944,31.36890556
3.12E+14,D-24-22 04ADD [PAL-SA],3/19/2012,32.92,-110.1064861,31.3739361
3.12E+14,D-24-22 08DBA2 [PLS-LO],3/19/2012,8.97,-110.126375,31.35772778
3.12E+14,D-24-22 08DBA1 [PLS-LI],3/19/2012,4.69,-110.1260028,31.3575222
3.12E+14,D-24-22 04CBA2 [PAL-LD],3/19/2012,6.23,-110.1187861,31.36905833
3.12E+14,D-24-22 04CBC1 [PALUWS],3/19/2012,18.37,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],3/19/2012,17.61,-110.1221194,31.37070278
3.12E+14,D-23-22 22CBB1 [KOL-LI],3/19/2012,8.62,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB2 [KOL-LO],3/19/2012,8.23,-110.1041667,31.41485833
3.12E+14,D-23-22 22CBB3 [KOL-UP],3/19/2012,9.04,-110.1035833,31.4149361
3.13E+14,D-23-22 04DCD1 [HER-LS],3/19/2012,6.53,-110.1097,31.45451944
3.13E+14,D-23-22 04DCD2 [HER-LD],3/19/2012,6.74,-110.1096972,31.45453333
3.13E+14,D-23-22 09ACD2 [HERSUD],3/19/2012,17.59,-110.1109278,31.4451861
3.13E+14,D-23-22 09ACD1 [HERSUS],3/19/2012,17.14,-110.1109222,31.44523056
3.13E+14,D-22-22 17BDD2 [COTUWD],3/20/2012,2.47,-110.1317528,31.51913889
3.13E+14,D-22-22 17ACC1 [COT-LS],3/20/2012,2.91,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],3/20/2012,2.76,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC3 [COTBLM],3/20/2012,15.71,-110.1296389,31.5196
3.13E+14,D-22-22 06AAA1 [LSPLED],3/20/2012,1.41,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBD2 [LSPUED],3/20/2012,8.45,-110.1376583,31.5533111
3.14E+14,D-21-21 02DDC [CHB-LI],3/20/2012,5.61,-110.1753944,31.62744444
3.14E+14,D-21-21 13BAB1 [MOSLNS],3/20/2012,5.21,-110.1674778,31.6119
3.14E+14,D-21-21 13BAB2 [MOSLND],3/20/2012,5.08,-110.1674778,31.6118972
3.14E+14,D-21-21 13BAB4 [MOSLNW],3/20/2012,8.19,-110.1676083,31.611775
3.14E+14,D-21-22 19CDB2 [CLRSUD],3/20/2012,14.25,-110.1497172,31.5857333
3.14E+14,D-21-21 13BAC1 [MOSWAS],3/20/2012,11.18,-110.1671056,31.61073889
3.14E+14,D-21-21 02DDC [CHB-LI],3/26/2012,5.6,-110.1753944,31.62744444
3.15E+14,D-19-21 28ACD [TOM-LI],3/26/2012,8.8,-110.2024111,31.75269444
3.12E+14,D-23-22 22CBB2 [KOL-LO],3/27/2012,8.25,-110.1041667,31.41485833
3.12E+14,D-23-22 22CBB2 [KOL-LO],3/27/2012,8.25,-110.1041667,31.41485833
3.13E+14,D-23-22 04DCD4 [HERUED],3/27/2012,8.08,-110.1099306,31.4546722
3.13E+14,D-23-22 04DCD3 [HERUES],3/27/2012,8.11,-110.1099389,31.454675
3.13E+14,D-22-22 28CCD [HUN-SO],3/27/2012,3.93,-110.1186389,31.48143889
3.13E+14,D-22-22 33BBC [HUN-UP],3/27/2012,24.54,-110.1194139,31.47880833
3.13E+14,D-22-22 28CAA2 [HUN-LO],3/27/2012,3.65,-110.1199667,31.48331944
3.13E+14,D-22-22 28CAA1 [HUN-LI],3/27/2012,1.69,-110.1186889,31.4832611
3.14E+14,D-20-21 14BCC2 [BOQSUD],3/27/2012,12.07,-110.1805278,31.69558889
3.14E+14,D-20-21 10AAC2 [FBK-UP],3/27/2012,32.33,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC1 [BOQSUS],3/27/2012,26.78,-110.1805139,31.69561667
3.14E+14,D-20-21 03CAB [FBK-LO],3/27/2012,14.19,-110.1924889,31.7216861
3.14E+14,D-20-21 15DDB [BOQ-UP],3/27/2012,21.26,-110.1835389,31.69018056
3.14E+14,D-20-21 03CBA [FBK-LI],3/27/2012,13.59,-110.1933028,31.72146944
3.12E+14,D-23-22 33DCD2 [PALO DEEP],4/11/2012,15.52,-110.1103549,31.38010095
3.12E+14,D-23-22 33ABD02 [ULLRICH],4/28/2012,17.48,-110.110575,31.39218056
3.13E+14,D-22-22 06ABD [LSP-6],5/18/2012,28.41,-110.1457194,31.554
3.13E+14,D-22-22 06AAA4 [LSP-4],5/18/2012,10.05,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA5 [LSP-5],5/18/2012,4.66,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA7 [LSP-2],5/18/2012,4.52,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],5/18/2012,9.75,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],5/18/2012,9.48,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAB [LSPUWD],5/18/2012,9.31,-110.1419444,31.55444444
3.12E+14,D-23-22 33ABD02 [ULLRICH],5/25/2012,17.54,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],6/1/2012,17.74,-110.110575,31.39218056
3.12E+14,D-24-22 04CBA4 [PAL-UD],6/18/2012,17.17,-110.1192944,31.36890556
3.12E+14,D-24-22 04ADD [PAL-SA],6/18/2012,33.55,-110.1064861,31.3739361
3.12E+14,D-24-22 08DBA2 [PLS-LO],6/18/2012,11.2,-110.126375,31.35772778
3.12E+14,D-24-22 08DBA1 [PLS-LI],6/18/2012,7,-110.1260028,31.3575222
3.12E+14,D-24-22 04CBA2 [PAL-LD],6/18/2012,8.01,-110.1187861,31.36905833
3.12E+14,D-24-22 04CBC1 [PALUWS],6/18/2012,18.68,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],6/18/2012,18.03,-110.1221194,31.37070278
3.12E+14,D-23-22 22CBB1 [KOL-LI],6/18/2012,9.05,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB2 [KOL-LO],6/18/2012,8.73,-110.1041667,31.41485833
3.12E+14,D-23-22 22CBB3 [KOL-UP],6/18/2012,10.09,-110.1035833,31.4149361
3.13E+14,D-23-22 04DCD1 [HER-LS],6/18/2012,7.25,-110.1097,31.45451944
3.13E+14,D-23-22 04DCD2 [HER-LD],6/18/2012,7.48,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCD4 [HERUED],6/18/2012,8.77,-110.1099306,31.4546722
3.13E+14,D-23-22 04DCD3 [HERUES],6/18/2012,8.63,-110.1099389,31.454675
3.13E+14,D-23-22 09ACD2 [HERSUD],6/18/2012,18.17,-110.1109278,31.4451861
3.13E+14,D-23-22 09ACD1 [HERSUS],6/18/2012,17.78,-110.1109222,31.44523056
3.13E+14,D-22-22 28CCD [HUN-SO],6/18/2012,6.25,-110.1186389,31.48143889
3.13E+14,D-22-22 33BBC [HUN-UP],6/18/2012,26.21,-110.1194139,31.47880833
3.13E+14,D-22-22 28CAA2 [HUN-LO],6/18/2012,5.77,-110.1199667,31.48331944
3.13E+14,D-22-22 28CAA1 [HUN-LI],6/18/2012,4.32,-110.1186889,31.4832611
3.14E+14,D-21-21 02DDC [CHB-LI],6/18/2012,6.98,-110.1753944,31.62744444
3.14E+14,D-20-21 14BCC2 [BOQSUD],6/18/2012,12.54,-110.1805278,31.69558889
3.12E+14,D-23-22 33DCD2 [PALO DEEP],6/19/2012,16.33,-110.1103549,31.38010095
3.13E+14,D-22-22 17BDD2 [COTUWD],6/19/2012,2.9,-110.1317528,31.51913889
3.13E+14,D-22-22 17ACC1 [COT-LS],6/19/2012,2.96,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],6/19/2012,3.42,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC3 [COTBLM],6/19/2012,17.12,-110.1296389,31.5196
3.13E+14,D-22-22 06AAA1 [LSPLED],6/19/2012,1.66,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBD2 [LSPUED],6/19/2012,9.33,-110.1376583,31.5533111
3.14E+14,D-21-21 13BAB1 [MOSLNS],6/19/2012,5.72,-110.1674778,31.6119
3.14E+14,D-21-21 13BAB2 [MOSLND],6/19/2012,5.59,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB1 [CLRSUS],6/19/2012,15.95,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAB4 [MOSLNW],6/19/2012,8.95,-110.1676083,31.611775
3.14E+14,D-21-22 19CDB2 [CLRSUD],6/19/2012,15.07,-110.1497172,31.5857333
3.14E+14,D-21-21 13BAC1 [MOSWAS],6/19/2012,12.91,-110.1671056,31.61073889
3.14E+14,D-20-21 10AAC2 [FBK-UP],6/19/2012,33.15,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC1 [BOQSUS],6/19/2012,28.63,-110.1805139,31.69561667
3.14E+14,D-20-21 03CAB [FBK-LO],6/19/2012,15.99,-110.1924889,31.7216861
3.14E+14,D-20-21 15DDB [BOQ-UP],6/19/2012,22.2,-110.1835389,31.69018056
3.14E+14,D-20-21 03CBA [FBK-LI],6/19/2012,15.73,-110.1933028,31.72146944
3.12E+14,D-23-22 33ABD02 [ULLRICH],6/23/2012,17.49,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],7/21/2012,17.4,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],8/4/2012,16.32,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],8/15/2012,17.87,-110.110575,31.39218056
3.13E+14,D-22-22 06ABD [LSP-6],8/15/2012,28.99,-110.1457194,31.554
3.12E+14,D-24-22 04CBA4 [PAL-UD],9/11/2012,14.14,-110.1192944,31.36890556
3.12E+14,D-24-22 04ADD [PAL-SA],9/11/2012,32.95,-110.1064861,31.3739361
3.12E+14,D-24-22 08DBA2 [PLS-LO],9/11/2012,8.18,-110.126375,31.35772778
3.12E+14,D-24-22 08DBA1 [PLS-LI],9/11/2012,3.87,-110.1260028,31.3575222
3.12E+14,D-24-22 04CBA2 [PAL-LD],9/11/2012,4.78,-110.1187861,31.36905833
3.12E+14,D-24-22 04CBC1 [PALUWS],9/11/2012,18.53,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],9/11/2012,17.61,-110.1221194,31.37070278
3.12E+14,D-23-22 22CBB1 [KOL-LI],9/12/2012,6.99,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB2 [KOL-LO],9/12/2012,6.61,-110.1041667,31.41485833
3.12E+14,D-23-22 22CBB3 [KOL-UP],9/12/2012,8.16,-110.1035833,31.4149361
3.13E+14,D-23-22 04DCD1 [HER-LS],9/12/2012,3.69,-110.1097,31.45451944
3.13E+14,D-23-22 04DCD2 [HER-LD],9/12/2012,3.94,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCD4 [HERUED],9/12/2012,5.34,-110.1099306,31.4546722
3.13E+14,D-23-22 04DCD3 [HERUES],9/12/2012,6.32,-110.1099389,31.454675
3.13E+14,D-23-22 09ACD2 [HERSUD],9/12/2012,16.76,-110.1109278,31.4451861
3.13E+14,D-23-22 09ACD1 [HERSUS],9/12/2012,16.31,-110.1109222,31.44523056
3.13E+14,D-22-22 06AAA1 [LSPLED],9/12/2012,-1.59,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBD2 [LSPUED],9/12/2012,8.19,-110.1376583,31.5533111
3.13E+14,D-22-22 17BDD2 [COTUWD],9/13/2012,2.61,-110.1317528,31.51913889
3.13E+14,D-22-22 17ACC1 [COT-LS],9/13/2012,2.97,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],9/13/2012,-2.16,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC3 [COTBLM],9/13/2012,16.46,-110.1296389,31.5196
3.14E+14,D-21-21 02DDC [CHB-LI],9/13/2012,5.21,-110.1753944,31.62744444
3.14E+14,D-21-21 13BAB1 [MOSLNS],9/13/2012,4.49,-110.1674778,31.6119
3.14E+14,D-21-21 13BAB2 [MOSLND],9/13/2012,3.94,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB1 [CLRSUS],9/13/2012,15.86,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAB4 [MOSLNW],9/13/2012,7.69,-110.1676083,31.611775
3.14E+14,D-21-22 19CDB2 [CLRSUD],9/13/2012,14.94,-110.1497172,31.5857333
3.14E+14,D-21-21 13BAC1 [MOSWAS],9/13/2012,11.68,-110.1671056,31.61073889
3.15E+14,D-19-21 28ACD [TOM-LI],9/13/2012,8.34,-110.2024111,31.75269444
3.14E+14,D-20-21 14BCC2 [BOQSUD],9/13/2012,12.43,-110.1805278,31.69558889
3.14E+14,D-20-21 10AAC2 [FBK-UP],9/13/2012,33.63,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC1 [BOQSUS],9/13/2012,27.2,-110.1805139,31.69561667
3.14E+14,D-20-21 03CAB [FBK-LO],9/13/2012,14.82,-110.1924889,31.7216861
3.14E+14,D-20-21 15DDB [BOQ-UP],9/13/2012,20.94,-110.1835389,31.69018056
3.14E+14,D-20-21 03CBA [FBK-LI],9/13/2012,14.14,-110.1933028,31.72146944
3.12E+14,D-23-22 33ABD02 [ULLRICH],9/15/2012,16.08,-110.110575,31.39218056
3.12E+14,D-23-22 33DCD2 [PALO DEEP],9/25/2012,15.32,-110.1103549,31.38010095
3.13E+14,D-22-22 06ABD [LSP-6],10/4/2012,29.19,-110.1457194,31.554
3.13E+14,D-22-22 06AAA4 [LSP-4],10/4/2012,10.41,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA5 [LSP-5],10/4/2012,4.28,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA7 [LSP-2],10/4/2012,4.14,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],10/4/2012,10.09,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],10/4/2012,9.7,-110.1409118,31.5534288
3.12E+14,D-23-22 33ABD02 [ULLRICH],10/5/2012,17.32,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],10/19/2012,18.16,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],11/11/2012,16.35,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],12/2/2012,15.84,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],12/30/2012,15.68,-110.110575,31.39218056
3.13E+14,D-22-22 06ABD [LSP-6],1/8/2013,28.78,-110.1457194,31.554
3.13E+14,D-22-22 06AAA4 [LSP-4],1/8/2013,9.91,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA5 [LSP-5],1/8/2013,4.98,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA7 [LSP-2],1/8/2013,4.83,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],1/8/2013,9.83,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],1/8/2013,9.39,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAB [LSPUWD],1/8/2013,9.46,-110.1419444,31.55444444
3.12E+14,D-23-22 33ABD02 [ULLRICH],1/14/2013,15.75,-110.110575,31.39218056
3.12E+14,D-23-22 33DCD2 [PALO DEEP],1/15/2013,15.39,-110.1103549,31.38010095
3.12E+14,D-23-22 33ABD02 [ULLRICH],2/1/2013,15.63,-110.110575,31.39218056
3.13E+14,D-22-22 06ABD [LSP-6],2/6/2013,28.69,-110.1457194,31.554
3.13E+14,D-22-22 06AAA4 [LSP-4],2/6/2013,9.89,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA5 [LSP-5],2/6/2013,4.89,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA7 [LSP-2],2/6/2013,4.71,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],2/6/2013,9.81,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],2/6/2013,9.39,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAB [LSPUWD],2/6/2013,9.41,-110.1419444,31.55444444
3.12E+14,D-23-22 33ABD02 [ULLRICH],2/17/2013,15.43,-110.110575,31.39218056
3.12E+14,D-23-22 33ABD02 [ULLRICH],3/9/2013,15.85,-110.110575,31.39218056
3.12E+14,D-23-22 33DCD2 [PALO DEEP],3/19/2013,15.01,-110.1103549,31.38010095
3.13E+14,D-22-22 06ABD [LSP-6],3/20/2013,28.62,-110.1457194,31.554
3.13E+14,D-22-22 06AAA4 [LSP-4],3/20/2013,9.83,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA5 [LSP-5],3/20/2013,4.85,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA7 [LSP-2],3/20/2013,4.67,-110.1409118,31.5534288
