site,station,date,dtgw,longitude,latitude
3.15E+14,D-19-21 28ACD [TOM-LI],11/2/2007,14.54,-110.2024111,31.75269444
3.12E+14,D-23-22 33ABD02 [ULLRICH],11/3/2007,15.51,-110.110575,31.39218056
3.12E+14,D-24-22 04CBC1 [PALUWS],11/6/2007,17.67,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],11/6/2007,16.95,-110.1221194,31.37070278
3.12E+14,D-23-22 33DCD2 [PALO DEEP],11/6/2007,15.03,-110.1103549,31.38010095
3.14E+14,D-20-21 15DDB [BOQ-UP],11/6/2007,21.76,-110.1835389,31.69018056
3.14E+14,D-20-21 14BCC1 [BOQSUS],11/6/2007,27.37,-110.1805139,31.69561667
3.13E+14,D-22-22 17ACC3 [COTBLM],11/7/2007,14.63,-110.1296389,31.5196
3.13E+14,D-22-22 17BDD2 [COTUWD],11/7/2007,2.16,-110.1317528,31.51913889
3.12E+14,D-24-22 08DBA1 [PLS-LI],11/8/2007,4.73,-110.1260028,31.3575222
3.12E+14,D-24-22 08DBA2 [PLS-LO],11/8/2007,8.96,-110.126375,31.35772778
3.13E+14,D-23-22 09ACD2 [HERSUD],11/8/2007,17.3,-110.1109278,31.4451861
3.13E+14,D-23-22 09ACD1 [HERSUS],11/8/2007,16.87,-110.1109222,31.44523056
3.13E+14,D-23-22 04DCA1 [HERUWS],11/8/2007,12.87,-110.1105194,31.45477778
3.14E+14,D-21-22 19CDB1 [CLRSUS],11/8/2007,16.55,-110.1500505,31.58576109
3.14E+14,D-21-22 19CDB2 [CLRSUD],11/8/2007,15.67,-110.1497172,31.5857333
3.14E+14,D-21-21 02DDC [CHB-LI],11/8/2007,6.27,-110.1753944,31.62744444
3.13E+14,D-22-22 06AAA1 [LSPLED],11/9/2007,-0.17,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBB3 [LSPLES],11/9/2007,3.99,-110.1386028,31.55300833
3.13E+14,D-22-22 05BBD2 [LSPUED],11/9/2007,8.8,-110.1376583,31.5533111
3.14E+14,D-20-21 15DBD1 [BOQ-LI],11/13/2007,9.16,-110.1852472,31.69043056
3.14E+14,D-20-21 15DDB [BOQ-UP],11/13/2007,21.63,-110.1835389,31.69018056
3.14E+14,D-20-21 14BCC1 [BOQSUS],11/13/2007,27.3,-110.1805139,31.69561667
3.14E+14,D-20-21 10AAC2 [FBK-UP],11/13/2007,32.87,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC2 [BOQSUD],11/13/2007,12.33,-110.1805278,31.69558889
3.12E+14,D-24-22 04CBA4 [PAL-UD],11/14/2007,15.08,-110.1192944,31.36890556
3.12E+14,D-24-22 04ADD [PAL-SA],11/14/2007,32.45,-110.1064861,31.3739361
3.12E+14,D-24-22 04CBC1 [PALUWS],11/14/2007,17.7,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],11/14/2007,16.96,-110.1221194,31.37070278
3.12E+14,D-24-22 04CBA2 [PAL-LD],11/14/2007,5.97,-110.1187861,31.36905833
3.12E+14,D-24-22 08DBA1 [PLS-LI],11/14/2007,4.68,-110.1260028,31.3575222
3.12E+14,D-24-22 08DBA2 [PLS-LO],11/14/2007,8.91,-110.126375,31.35772778
3.12E+14,D-24-22 04CBA3 [PAL-US],11/14/2007,15.16,-110.1192944,31.3689111
3.13E+14,D-22-22 06AAB [LSPUWD],11/15/2007,9.25,-110.1419444,31.55444444
3.13E+14,D-22-22 17ACC1 [COT-LS],11/16/2007,2.42,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],11/16/2007,2.13,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC3 [COTBLM],11/16/2007,14.68,-110.1296389,31.5196
3.13E+14,D-22-22 17BDD2 [COTUWD],11/16/2007,2.04,-110.1317528,31.51913889
3.13E+14,D-23-22 04DCD3 [HERUES],11/19/2007,6.9,-110.1099389,31.454675
3.13E+14,D-23-22 09ACD2 [HERSUD],11/19/2007,17.23,-110.1109278,31.4451861
3.13E+14,D-23-22 09ACD1 [HERSUS],11/19/2007,16.78,-110.1109222,31.44523056
3.13E+14,D-23-22 04DCD4 [HERUED],11/19/2007,6.88,-110.1099306,31.4546722
3.13E+14,D-23-22 04DCD1 [HER-LS],11/19/2007,5.23,-110.1097,31.45451944
3.13E+14,D-22-22 28CCD [HUN-SO],11/19/2007,5,-110.1186389,31.48143889
3.13E+14,D-22-22 33BBC [HUN-UP],11/19/2007,25.29,-110.1194139,31.47880833
3.13E+14,D-23-22 04DCD2 [HER-LD],11/19/2007,5.43,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCA1 [HERUWS],11/19/2007,12.8,-110.1105194,31.45477778
3.13E+14,D-22-22 28CAA2 [HUN-LO],11/19/2007,4.65,-110.1199667,31.48331944
3.13E+14,D-22-22 28CAA1 [HUN-LI],11/19/2007,2.93,-110.1186889,31.4832611
3.12E+14,D-23-22 22CBB1 [KOL-LI],11/20/2007,7.73,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB3 [KOL-UP],11/20/2007,9.11,-110.1035833,31.4149361
3.12E+14,D-23-22 22CBB2 [KOL-LO],11/20/2007,7.58,-110.1041667,31.41485833
3.14E+14,D-21-22 19CDB1 [CLRSUS],11/20/2007,16.47,-110.1500505,31.58576109
3.14E+14,D-21-22 19CDB2 [CLRSUD],11/20/2007,15.58,-110.1497172,31.5857333
3.14E+14,D-21-21 13BAB4 [MOSLNW],11/26/2007,8.08,-110.1676083,31.611775
3.14E+14,D-21-21 13BAB2 [MOSLND],11/26/2007,3.86,-110.1674778,31.6118972
3.14E+14,D-21-21 13BAC1 [MOSWAS],11/26/2007,11.82,-110.1671056,31.61073889
3.14E+14,D-21-21 13BAB1 [MOSLNS],11/26/2007,4.91,-110.1674778,31.6119
3.12E+14,D-23-22 33ABD02 [ULLRICH],12/1/2007,14.97,-110.110575,31.39218056
3.15E+14,D-19-21 08DAC1 [SUM-LI],12/3/2007,7.54,-110.2175806,31.7929861
3.15E+14,D-19-21 05AAA1 [STD-LI],12/3/2007,8.81,-110.2156278,31.81713056
3.15E+14,D-19-21 05AAA2 [STD-LO],12/3/2007,11.76,-110.2146139,31.81788333
3.15E+14,D-19-21 21ACC2 [CONLID],12/4/2007,10.8,-110.2031917,31.7671111
3.14E+14,D-20-21 03CBA [FBK-LI],12/4/2007,14.03,-110.1933028,31.72146944
3.14E+14,D-20-21 10AAC2 [FBK-UP],12/4/2007,32.57,-110.1837167,31.713525
3.14E+14,D-20-21 03CAB [FBK-LO],12/4/2007,14.44,-110.1924889,31.7216861
3.15E+14,D-19-21 28ACD [TOM-LI],12/4/2007,10.04,-110.2024111,31.75269444
3.14E+14,D-20-21 15DBD1 [BOQ-LI],12/5/2007,8.86,-110.1852472,31.69043056
3.14E+14,D-20-21 15DDB [BOQ-UP],12/5/2007,21.09,-110.1835389,31.69018056
3.14E+14,D-20-21 14BCC1 [BOQSUS],12/5/2007,26.97,-110.1805139,31.69561667
3.14E+14,D-20-21 14BCC2 [BOQSUD],12/5/2007,12.14,-110.1805278,31.69558889
3.13E+14,D-22-22 06AAA1 [LSPLED],12/6/2007,0.01,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBB3 [LSPLES],12/6/2007,3.56,-110.1386028,31.55300833
3.13E+14,D-22-22 05BBD2 [LSPUED],12/6/2007,8.52,-110.1376583,31.5533111
3.13E+14,D-22-22 06AAB [LSPUWD],12/6/2007,9.05,-110.1419444,31.55444444
3.13E+14,D-22-22 17ACC1 [COT-LS],12/7/2007,2.39,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],12/7/2007,1.95,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC3 [COTBLM],12/7/2007,14.29,-110.1296389,31.5196
3.13E+14,D-22-22 17BDD2 [COTUWD],12/7/2007,1.93,-110.1317528,31.51913889
3.12E+14,D-23-22 33ABD02 [ULLRICH],12/8/2007,14.92,-110.110575,31.39218056
3.12E+14,D-23-22 22CBB1 [KOL-LI],12/10/2007,8.51,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB3 [KOL-UP],12/10/2007,9.19,-110.1035833,31.4149361
3.12E+14,D-23-22 22CBB2 [KOL-LO],12/10/2007,8.2,-110.1041667,31.41485833
3.14E+14,D-20-21 15DDB [BOQ-UP],12/12/2007,21.29,-110.1835389,31.69018056
3.13E+14,D-22-22 33BBC [HUN-UP],12/13/2007,24.88,-110.1194139,31.47880833
3.12E+14,D-24-22 04CBA4 [PAL-UD],12/17/2007,14.88,-110.1192944,31.36890556
3.12E+14,D-24-22 04ADD [PAL-SA],12/17/2007,32.2,-110.1064861,31.3739361
3.12E+14,D-24-22 04CBC1 [PALUWS],12/17/2007,17.62,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],12/17/2007,16.86,-110.1221194,31.37070278
3.12E+14,D-24-22 04CBA2 [PAL-LD],12/17/2007,5.79,-110.1187861,31.36905833
3.12E+14,D-24-22 08DBA1 [PLS-LI],12/17/2007,4.63,-110.1260028,31.3575222
3.12E+14,D-24-22 08DBA2 [PLS-LO],12/17/2007,8.86,-110.126375,31.35772778
3.12E+14,D-24-22 04CBA3 [PAL-US],12/17/2007,14.97,-110.1192944,31.3689111
3.13E+14,D-23-22 04DCD3 [HERUES],12/18/2007,6.96,-110.1099389,31.454675
3.13E+14,D-23-22 09ACD2 [HERSUD],12/18/2007,17.2,-110.1109278,31.4451861
3.13E+14,D-23-22 04DCD4 [HERUED],12/18/2007,6.94,-110.1099306,31.4546722
3.13E+14,D-23-22 09ACD1 [HERSUS],12/18/2007,16.77,-110.1109222,31.44523056
3.13E+14,D-23-22 04DCD1 [HER-LS],12/18/2007,5.28,-110.1097,31.45451944
3.13E+14,D-22-22 28CCD [HUN-SO],12/18/2007,4.53,-110.1186389,31.48143889
3.13E+14,D-22-22 33BBC [HUN-UP],12/18/2007,24.87,-110.1194139,31.47880833
3.13E+14,D-23-22 04DCD2 [HER-LD],12/18/2007,5.51,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCA1 [HERUWS],12/18/2007,12.8,-110.1105194,31.45477778
3.13E+14,D-22-22 28CAA2 [HUN-LO],12/18/2007,4.17,-110.1199667,31.48331944
3.13E+14,D-22-22 28CAA1 [HUN-LI],12/18/2007,2.62,-110.1186889,31.4832611
3.14E+14,D-21-22 19CDB1 [CLRSUS],12/19/2007,16.31,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAB4 [MOSLNW],12/19/2007,7.94,-110.1676083,31.611775
3.14E+14,D-21-21 13BAB2 [MOSLND],12/19/2007,3.88,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB2 [CLRSUD],12/19/2007,15.42,-110.1497172,31.5857333
3.14E+14,D-21-21 13BAC1 [MOSWAS],12/19/2007,11.48,-110.1671056,31.61073889
3.14E+14,D-21-21 13BAB1 [MOSLNS],12/19/2007,4.81,-110.1674778,31.6119
3.15E+14,D-19-21 21ACC2 [CONLID],1/2/2008,6.84,-110.2031917,31.7671111
3.14E+14,D-20-21 03CBA [FBK-LI],1/2/2008,13.89,-110.1933028,31.72146944
3.14E+14,D-20-21 10AAC2 [FBK-UP],1/2/2008,32.23,-110.1837167,31.713525
3.14E+14,D-20-21 03CAB [FBK-LO],1/2/2008,14.17,-110.1924889,31.7216861
3.15E+14,D-19-21 28ACD [TOM-LI],1/2/2008,8.52,-110.2024111,31.75269444
3.12E+14,D-23-22 33ABD02 [ULLRICH],1/3/2008,15.4,-110.110575,31.39218056
3.15E+14,D-19-21 08DAC1 [SUM-LI],1/3/2008,7.43,-110.2175806,31.7929861
3.15E+14,D-19-21 05AAA1 [STD-LI],1/3/2008,5.53,-110.2156278,31.81713056
3.15E+14,D-19-21 05AAA2 [STD-LO],1/3/2008,8.67,-110.2146139,31.81788333
3.14E+14,D-20-21 15DBD1 [BOQ-LI],1/4/2008,8.84,-110.1852472,31.69043056
3.14E+14,D-20-21 15DDB [BOQ-UP],1/4/2008,21.09,-110.1835389,31.69018056
3.14E+14,D-20-21 14BCC1 [BOQSUS],1/4/2008,26.85,-110.1805139,31.69561667
3.14E+14,D-20-21 14BCC2 [BOQSUD],1/4/2008,12.1,-110.1805278,31.69558889
3.15E+14,D-19-21 28ACD [TOM-LI],1/4/2008,8.44,-110.2024111,31.75269444
3.13E+14,D-22-22 06ABD [LSP-6],1/7/2008,28.26,-110.1457194,31.554
3.13E+14,D-22-22 06AAA7 [LSP-2],1/7/2008,4.26,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA5 [LSP-5],1/7/2008,4.4,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],1/7/2008,9.05,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],1/7/2008,8.65,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA4 [LSP-4],1/7/2008,9.15,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAB [LSPUWD],1/7/2008,8.58,-110.1419444,31.55444444
3.14E+14,D-20-21 03CBA [FBK-LI],1/9/2008,13.77,-110.1933028,31.72146944
3.14E+14,D-20-21 10AAC2 [FBK-UP],1/9/2008,32.15,-110.1837167,31.713525
3.15E+14,D-19-21 28ACD [TOM-LI],1/9/2008,8.18,-110.2024111,31.75269444
3.13E+14,D-22-22 17ACC1 [COT-LS],1/14/2008,2.39,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],1/14/2008,2.12,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC3 [COTBLM],1/14/2008,13.82,-110.1296389,31.5196
3.13E+14,D-22-22 17BDD2 [COTUWD],1/14/2008,1.91,-110.1317528,31.51913889
3.13E+14,D-22-22 06AAA1 [LSPLED],1/17/2008,0.29,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBB3 [LSPLES],1/17/2008,3.22,-110.1386028,31.55300833
3.13E+14,D-22-22 05BBD2 [LSPUED],1/17/2008,8.31,-110.1376583,31.5533111
3.13E+14,D-23-22 09ACD2 [HERSUD],1/18/2008,17.12,-110.1109278,31.4451861
3.13E+14,D-23-22 04DCD4 [HERUED],1/18/2008,6.87,-110.1099306,31.4546722
3.13E+14,D-23-22 09ACD1 [HERSUS],1/18/2008,16.7,-110.1109222,31.44523056
3.13E+14,D-23-22 04DCD1 [HER-LS],1/18/2008,5.26,-110.1097,31.45451944
3.13E+14,D-22-22 28CCD [HUN-SO],1/18/2008,4.47,-110.1186389,31.48143889
3.13E+14,D-22-22 33BBC [HUN-UP],1/18/2008,24.78,-110.1194139,31.47880833
3.13E+14,D-23-22 04DCD2 [HER-LD],1/18/2008,5.47,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCA1 [HERUWS],1/18/2008,12.72,-110.1105194,31.45477778
3.13E+14,D-22-22 28CAA2 [HUN-LO],1/18/2008,4.09,-110.1199667,31.48331944
3.13E+14,D-22-22 28CAA1 [HUN-LI],1/18/2008,2.59,-110.1186889,31.4832611
3.12E+14,D-24-22 04CBA3 [PAL-US],1/28/2008,14.9,-110.1192944,31.3689111
3.12E+14,D-24-22 04CBA4 [PAL-UD],1/28/2008,14.81,-110.1192944,31.36890556
3.12E+14,D-24-22 04ADD [PAL-SA],1/28/2008,32.01,-110.1064861,31.3739361
3.12E+14,D-24-22 04CBC1 [PALUWS],1/28/2008,17.53,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],1/28/2008,16.77,-110.1221194,31.37070278
3.12E+14,D-24-22 04CBA2 [PAL-LD],1/28/2008,5.71,-110.1187861,31.36905833
3.12E+14,D-24-22 08DBA1 [PLS-LI],1/28/2008,4.57,-110.1260028,31.3575222
3.12E+14,D-24-22 08DBA2 [PLS-LO],1/28/2008,8.8,-110.126375,31.35772778
3.12E+14,D-23-22 22CBB1 [KOL-LI],1/28/2008,8.42,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB3 [KOL-UP],1/28/2008,9.08,-110.1035833,31.4149361
3.12E+14,D-23-22 22CBB2 [KOL-LO],1/28/2008,8.12,-110.1041667,31.41485833
3.14E+14,D-21-21 13BAB4 [MOSLNW],1/28/2008,7.81,-110.1676083,31.611775
3.14E+14,D-21-21 13BAB2 [MOSLND],1/29/2008,3.91,-110.1674778,31.6118972
3.14E+14,D-21-21 13BAC1 [MOSWAS],1/29/2008,11.2,-110.1671056,31.61073889
3.14E+14,D-21-21 13BAB1 [MOSLNS],1/29/2008,4.72,-110.1674778,31.6119
3.14E+14,D-21-22 19CDB1 [CLRSUS],1/30/2008,16.1,-110.1500505,31.58576109
3.14E+14,D-21-22 19CDB2 [CLRSUD],1/30/2008,15.2,-110.1497172,31.5857333
3.15E+14,D-19-21 05AAA1 [STD-LI],2/4/2008,5.12,-110.2156278,31.81713056
3.15E+14,D-19-21 05AAA2 [STD-LO],2/4/2008,7.83,-110.2146139,31.81788333
3.15E+14,D-19-21 08DAC1 [SUM-LI],2/5/2008,7.37,-110.2175806,31.7929861
3.15E+14,D-19-21 21ACC2 [CONLID],2/7/2008,5.7,-110.2031917,31.7671111
3.14E+14,D-20-21 03CBA [FBK-LI],2/7/2008,13.49,-110.1933028,31.72146944
3.14E+14,D-20-21 10AAC2 [FBK-UP],2/7/2008,31.92,-110.1837167,31.713525
3.14E+14,D-20-21 03CAB [FBK-LO],2/7/2008,13.86,-110.1924889,31.7216861
3.15E+14,D-19-21 28ACD [TOM-LI],2/7/2008,7.53,-110.2024111,31.75269444
3.14E+14,D-20-21 15DBD1 [BOQ-LI],2/8/2008,8.63,-110.1852472,31.69043056
3.14E+14,D-20-21 15DDB [BOQ-UP],2/8/2008,20.91,-110.1835389,31.69018056
3.14E+14,D-20-21 14BCC1 [BOQSUS],2/8/2008,26.75,-110.1805139,31.69561667
3.14E+14,D-20-21 14BCC2 [BOQSUD],2/8/2008,11.96,-110.1805278,31.69558889
3.12E+14,D-23-22 33ABD02 [ULLRICH],2/9/2008,15.23,-110.110575,31.39218056
3.15E+14,D-19-21 28ACD [TOM-LI],2/11/2008,7.45,-110.2024111,31.75269444
3.14E+14,D-21-22 19CDB1 [CLRSUS],2/19/2008,16,-110.1500505,31.58576109
3.14E+14,D-21-22 19CDB2 [CLRSUD],2/19/2008,15.08,-110.1497172,31.5857333
3.14E+14,D-21-21 02DDC [CHB-LI],2/19/2008,5.59,-110.1753944,31.62744444
3.12E+14,D-24-22 04CBC1 [PALUWS],2/20/2008,17.48,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],2/20/2008,16.75,-110.1221194,31.37070278
3.12E+14,D-23-22 33DCD2 [PALO DEEP],2/20/2008,14.55,-110.1103549,31.38010095
3.13E+14,D-23-22 09ACD2 [HERSUD],2/20/2008,17.02,-110.1109278,31.4451861
3.13E+14,D-23-22 09ACD1 [HERSUS],2/20/2008,16.59,-110.1109222,31.44523056
3.13E+14,D-22-22 06AAA1 [LSPLED],2/20/2008,0.49,-110.1386111,31.55305556
3.13E+14,D-22-22 17ACC3 [COTBLM],2/20/2008,13.71,-110.1296389,31.5196
3.13E+14,D-22-22 17BDD2 [COTUWD],2/20/2008,1.94,-110.1317528,31.51913889
3.13E+14,D-22-22 05BBB3 [LSPLES],2/20/2008,3.24,-110.1386028,31.55300833
3.13E+14,D-22-22 05BBD2 [LSPUED],2/20/2008,8.28,-110.1376583,31.5533111
3.13E+14,D-22-22 06AAB [LSPUWD],2/20/2008,8.75,-110.1419444,31.55444444
3.13E+14,D-23-22 04DCD3 [HERUES],2/21/2008,6.78,-110.1099389,31.454675
3.13E+14,D-23-22 09ACD2 [HERSUD],2/21/2008,17.06,-110.1109278,31.4451861
3.13E+14,D-23-22 04DCD4 [HERUED],2/21/2008,6.78,-110.1099306,31.4546722
3.13E+14,D-23-22 04DCD1 [HER-LS],2/21/2008,5.16,-110.1097,31.45451944
3.13E+14,D-23-22 09ACD1 [HERSUS],2/21/2008,16.63,-110.1109222,31.44523056
3.13E+14,D-22-22 28CCD [HUN-SO],2/21/2008,4.24,-110.1186389,31.48143889
3.13E+14,D-22-22 33BBC [HUN-UP],2/21/2008,24.59,-110.1194139,31.47880833
3.13E+14,D-23-22 04DCD2 [HER-LD],2/21/2008,5.35,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCA1 [HERUWS],2/21/2008,12.62,-110.1105194,31.45477778
3.13E+14,D-22-22 28CAA2 [HUN-LO],2/21/2008,3.93,-110.1199667,31.48331944
3.13E+14,D-22-22 28CAA1 [HUN-LI],2/21/2008,2.5,-110.1186889,31.4832611
3.12E+14,D-24-22 04CBA3 [PAL-US],2/22/2008,14.94,-110.1192944,31.3689111
3.12E+14,D-24-22 04CBA4 [PAL-UD],2/22/2008,14.85,-110.1192944,31.36890556
3.12E+14,D-24-22 04ADD [PAL-SA],2/22/2008,31.97,-110.1064861,31.3739361
3.12E+14,D-24-22 04CBC1 [PALUWS],2/22/2008,17.5,-110.1221389,31.3707
3.12E+14,D-24-22 04CBA2 [PAL-LD],2/22/2008,5.77,-110.1187861,31.36905833
3.12E+14,D-24-22 04CBC2 [PALUWD],2/22/2008,16.76,-110.1221194,31.37070278
3.12E+14,D-24-22 08DBA1 [PLS-LI],2/22/2008,4.6,-110.1260028,31.3575222
3.12E+14,D-24-22 08DBA2 [PLS-LO],2/22/2008,8.83,-110.126375,31.35772778
3.13E+14,D-22-22 17ACC1 [COT-LS],2/25/2008,2.36,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],2/25/2008,2.14,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC3 [COTBLM],2/25/2008,13.72,-110.1296389,31.5196
3.13E+14,D-22-22 17BDD2 [COTUWD],2/25/2008,1.88,-110.1317528,31.51913889
3.14E+14,D-21-21 02DDC [CHB-LI],2/25/2008,5.59,-110.1753944,31.62744444
3.14E+14,D-21-22 19CDB1 [CLRSUS],2/26/2008,16.03,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAB4 [MOSLNW],2/26/2008,7.84,-110.1676083,31.611775
3.14E+14,D-21-21 13BAB2 [MOSLND],2/26/2008,3.96,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB2 [CLRSUD],2/26/2008,15.13,-110.1497172,31.5857333
3.14E+14,D-21-21 13BAC1 [MOSWAS],2/26/2008,11.17,-110.1671056,31.61073889
3.14E+14,D-21-21 13BAB1 [MOSLNS],2/26/2008,4.76,-110.1674778,31.6119
3.12E+14,D-23-22 22CBB1 [KOL-LI],2/27/2008,8.4,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB3 [KOL-UP],2/27/2008,9.04,-110.1035833,31.4149361
3.12E+14,D-23-22 22CBB2 [KOL-LO],2/27/2008,8.1,-110.1041667,31.41485833
3.12E+14,D-23-22 33ABD02 [ULLRICH],2/29/2008,15.14,-110.110575,31.39218056
3.15E+14,D-19-21 08DAC1 [SUM-LI],3/3/2008,7.34,-110.2175806,31.7929861
3.15E+14,D-19-21 05AAA1 [STD-LI],3/3/2008,4.83,-110.2156278,31.81713056
3.15E+14,D-19-21 05AAA2 [STD-LO],3/3/2008,7.32,-110.2146139,31.81788333
3.15E+14,D-19-21 21ACC2 [CONLID],3/4/2008,5.3,-110.2031917,31.7671111
3.14E+14,D-20-21 03CBA [FBK-LI],3/4/2008,13.17,-110.1933028,31.72146944
3.14E+14,D-20-21 03CAB [FBK-LO],3/4/2008,13.64,-110.1924889,31.7216861
3.15E+14,D-19-21 28ACD [TOM-LI],3/4/2008,7.21,-110.2024111,31.75269444
3.14E+14,D-20-21 15DDB [BOQ-UP],3/5/2008,20.84,-110.1835389,31.69018056
3.14E+14,D-20-21 15DBD1 [BOQ-LI],3/5/2008,8.57,-110.1852472,31.69043056
3.14E+14,D-20-21 14BCC1 [BOQSUS],3/5/2008,26.67,-110.1805139,31.69561667
3.14E+14,D-20-21 10AAC2 [FBK-UP],3/5/2008,31.73,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC2 [BOQSUD],3/5/2008,11.87,-110.1805278,31.69558889
3.13E+14,D-22-22 05BBB3 [LSPLES],3/8/2008,3.32,-110.1386028,31.55300833
3.13E+14,D-22-22 06AAA1 [LSPLED],3/10/2008,0.62,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBD2 [LSPUED],3/10/2008,8.33,-110.1376583,31.5533111
3.13E+14,D-22-22 06AAB [LSPUWD],3/10/2008,8.83,-110.1419444,31.55444444
3.13E+14,D-22-22 17ACC1 [COT-LS],3/11/2008,2.37,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],3/11/2008,2.09,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC3 [COTBLM],3/11/2008,13.84,-110.1296389,31.5196
3.13E+14,D-22-22 17BDD2 [COTUWD],3/11/2008,1.87,-110.1317528,31.51913889
3.12E+14,D-24-22 04CBA3 [PAL-US],3/12/2008,14.91,-110.1192944,31.3689111
3.12E+14,D-24-22 04CBA4 [PAL-UD],3/12/2008,14.83,-110.1192944,31.36890556
3.12E+14,D-24-22 04ADD [PAL-SA],3/12/2008,31.89,-110.1064861,31.3739361
3.12E+14,D-24-22 04CBC1 [PALUWS],3/12/2008,17.45,-110.1221389,31.3707
3.12E+14,D-24-22 04CBA2 [PAL-LD],3/12/2008,5.74,-110.1187861,31.36905833
3.12E+14,D-24-22 04CBC2 [PALUWD],3/12/2008,16.71,-110.1221194,31.37070278
3.12E+14,D-24-22 08DBA1 [PLS-LI],3/12/2008,4.57,-110.1260028,31.3575222
3.12E+14,D-24-22 08DBA2 [PLS-LO],3/12/2008,8.8,-110.126375,31.35772778
3.13E+14,D-23-22 04DCD3 [HERUES],3/25/2008,6.67,-110.1099389,31.454675
3.13E+14,D-23-22 09ACD2 [HERSUD],3/25/2008,17.11,-110.1109278,31.4451861
3.13E+14,D-23-22 04DCD4 [HERUED],3/25/2008,6.65,-110.1099306,31.4546722
3.13E+14,D-23-22 04DCD1 [HER-LS],3/25/2008,4.99,-110.1097,31.45451944
3.13E+14,D-23-22 09ACD1 [HERSUS],3/25/2008,16.71,-110.1109222,31.44523056
3.13E+14,D-23-22 04DCD2 [HER-LD],3/25/2008,5.23,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCA1 [HERUWS],3/25/2008,12.54,-110.1105194,31.45477778
3.12E+14,D-23-22 22CBB1 [KOL-LI],3/26/2008,7.97,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB3 [KOL-UP],3/26/2008,8.8,-110.1035833,31.4149361
3.12E+14,D-23-22 22CBB2 [KOL-LO],3/26/2008,7.73,-110.1041667,31.41485833
3.13E+14,D-22-22 28CCD [HUN-SO],3/26/2008,4.23,-110.1186389,31.48143889
3.13E+14,D-22-22 33BBC [HUN-UP],3/26/2008,24.48,-110.1194139,31.47880833
3.13E+14,D-22-22 28CAA2 [HUN-LO],3/26/2008,3.92,-110.1199667,31.48331944
3.13E+14,D-22-22 28CAA1 [HUN-LI],3/26/2008,2.53,-110.1186889,31.4832611
3.12E+14,D-23-22 33ABD02 [ULLRICH],3/27/2008,14.99,-110.110575,31.39218056
3.14E+14,D-21-22 19CDB1 [CLRSUS],3/27/2008,15.85,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAB4 [MOSLNW],3/27/2008,7.8,-110.1676083,31.611775
3.14E+14,D-21-21 13BAB2 [MOSLND],3/27/2008,4,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB2 [CLRSUD],3/27/2008,14.94,-110.1497172,31.5857333
3.14E+14,D-21-21 13BAC1 [MOSWAS],3/27/2008,11.13,-110.1671056,31.61073889
3.14E+14,D-21-21 13BAB1 [MOSLNS],3/27/2008,4.74,-110.1674778,31.6119
