OBJECTID,datetime,datetime_utc,device_sn,device_name,battery_percentage,battery_voltage,EC,logger_temperature,precipitation,max_precip_rate,reference_pressure,water_content_3in,soil_temp_3in,water_content_12in,soil_temp_12in,depth_to_groundwater,water_temperature,water_elevation,latitude,longitude
4483,2025-04-04T13:00:00-07:00,4/4/2025,z6-27513,Babocomari,100,8571,0.6,11.6,0.007874016,0.472440945,87.15,null,null,null,null,46.05172441,19.8,4107.628276,31.6647811,-110.286859
4486,2025-04-04T13:45:00-07:00,4/4/2025,z6-27513,Babocomari,100,8567,0.6,12.1,0.007874016,0.472440945,87.17,null,null,null,null,46.05172441,19.8,4107.628276,31.6647811,-110.286859
4487,2025-04-04T14:00:00-07:00,4/4/2025,z6-27513,Babocomari,100,8559,0.601,10.4,0.007874016,0.472440945,87.2,null,null,null,null,46.05500525,19.8,4107.624995,31.6647811,-110.286859
4488,2025-04-04T14:15:00-07:00,4/4/2025,z6-27513,Babocomari,100,8555,0.601,9,0.007874016,0.472440945,87.2,null,null,null,null,46.05500525,19.8,4107.624995,31.6647811,-110.286859
4489,2025-04-04T14:30:00-07:00,4/4/2025,z6-27513,Babocomari,100,8551,0.6,8.1,0.007874016,0.472440945,87.18,null,null,null,null,46.05828609,19.8,4107.621714,31.6647811,-110.286859
4490,2025-04-04T14:45:00-07:00,4/4/2025,z6-27513,Babocomari,100,8551,0.601,7.8,0.007874016,0.472440945,87.18,null,null,null,null,46.05500525,19.8,4107.624995,31.6647811,-110.286859
4491,2025-04-04T15:00:00-07:00,4/4/2025,z6-27513,Babocomari,100,8563,0.6,7.5,0.015748031,0.472440945,87.18,null,null,null,null,46.05500525,19.8,4107.624995,31.6647811,-110.286859
4587,2025-04-05T15:00:00-07:00,4/5/2025,z6-27513,Babocomari,100,8534,0.598,14.3,0.015748031,0.472440945,87.55,null,null,null,null,46.05828609,19.8,4107.621714,31.6647811,-110.286859
6262,2025-03-12T05:45:00-07:00,3/11/2025,z6-27513,Babocomari,100,8331,0.628,6,0.007874016,0.472440945,87.36,null,null,null,null,45.97954593,19.8,4107.700454,31.6647811,-110.286859
6416,2025-03-13T20:15:00-07:00,3/13/2025,z6-27513,Babocomari,100,8428,0.627,10.6,0.007874016,0.472440945,86.61,null,null,null,null,45.99266929,19.8,4107.687331,31.6647811,-110.286859
6417,2025-03-13T20:30:00-07:00,3/13/2025,z6-27513,Babocomari,100,8423,0.627,9.5,0.007874016,0.472440945,86.63,null,null,null,null,45.99266929,19.8,4107.687331,31.6647811,-110.286859
6418,2025-03-13T20:45:00-07:00,3/13/2025,z6-27513,Babocomari,100,8423,0.627,8.9,0.047244094,0.472440945,86.7,null,null,null,null,45.99595013,19.8,4107.68405,31.6647811,-110.286859
6419,2025-03-13T21:00:00-07:00,3/13/2025,z6-27513,Babocomari,100,8419,0.625,8.2,0.007874016,0.472440945,86.74,null,null,null,null,45.99595013,19.8,4107.68405,31.6647811,-110.286859
6420,2025-03-13T21:15:00-07:00,3/13/2025,z6-27513,Babocomari,100,8418,0.625,7.6,0.007874016,0.472440945,86.75,null,null,null,null,45.99266929,19.8,4107.687331,31.6647811,-110.286859
6422,2025-03-13T21:45:00-07:00,3/13/2025,z6-27513,Babocomari,100,8413,0.625,6.8,0.007874016,0.472440945,86.82,null,null,null,null,45.99595013,19.8,4107.68405,31.6647811,-110.286859
6429,2025-03-13T23:30:00-07:00,3/13/2025,z6-27513,Babocomari,100,8404,0.625,5.2,0.007874016,0.472440945,86.92,null,null,null,null,45.99923097,19.8,4107.680769,31.6647811,-110.286859
6434,2025-03-14T00:45:00-07:00,3/13/2025,z6-27513,Babocomari,100,8381,0.625,3.9,0.007874016,0.472440945,86.94,null,null,null,null,45.99595013,19.8,4107.68405,31.6647811,-110.286859
6435,2025-03-14T01:00:00-07:00,3/13/2025,z6-27513,Babocomari,100,8379,0.625,3.7,0.007874016,0.472440945,86.94,null,null,null,null,45.99595013,19.8,4107.68405,31.6647811,-110.286859
6527,2025-03-15T00:00:00-07:00,3/14/2025,z6-27513,Babocomari,100,8475,0.624,4,0.015748031,0.472440945,86.92,null,null,null,null,45.99595013,19.8,4107.68405,31.6647811,-110.286859
6531,2025-03-15T01:00:00-07:00,3/14/2025,z6-27513,Babocomari,100,8450,0.622,2.4,0.007874016,0.472440945,86.85,null,null,null,null,45.99595013,19.8,4107.68405,31.6647811,-110.286859
6537,2025-03-15T02:30:00-07:00,3/14/2025,z6-27513,Babocomari,100,8448,0.624,2.3,0.007874016,0.472440945,86.77,null,null,null,null,45.99266929,19.8,4107.687331,31.6647811,-110.286859
6546,2025-03-15T04:45:00-07:00,3/14/2025,z6-27513,Babocomari,100,8437,0.622,1.9,0.015748031,0.472440945,86.74,null,null,null,null,45.99595013,19.8,4107.68405,31.6647811,-110.286859
6547,2025-03-15T05:00:00-07:00,3/14/2025,z6-27513,Babocomari,100,8437,0.622,2.3,0.007874016,0.472440945,86.76,null,null,null,null,45.99595013,19.8,4107.68405,31.6647811,-110.286859
6548,2025-03-15T05:15:00-07:00,3/14/2025,z6-27513,Babocomari,100,8433,0.622,2.6,0.007874016,0.472440945,86.78,null,null,null,null,45.99266929,19.8,4107.687331,31.6647811,-110.286859
6554,2025-03-15T06:45:00-07:00,3/14/2025,z6-27513,Babocomari,100,8431,0.622,1.8,0.007874016,0.472440945,86.85,null,null,null,null,45.99595013,19.8,4107.68405,31.6647811,-110.286859
6555,2025-03-15T07:00:00-07:00,3/15/2025,z6-27513,Babocomari,100,8431,0.622,2.2,0.007874016,0.472440945,86.89,null,null,null,null,45.99595013,19.8,4107.68405,31.6647811,-110.286859
10038,2025-01-29T20:15:00-07:00,1/29/2025,z6-27513,Babocomari,100,8566,0.693,-0.7,0.007874016,0.472440945,87.4,null,null,null,null,45.85487402,19.7,4107.825126,31.6647811,-110.286859
11850,2025-01-08T19:15:00-07:00,1/8/2025,z6-27513,Babocomari,100,8338,0.698,-0.5,0.007874016,0.472440945,87.5,null,null,null,null,45.76957218,19.7,4107.910428,31.6647811,-110.286859
11917,2025-01-09T12:00:00-07:00,1/9/2025,z6-27513,Babocomari,100,8507,0.698,7.1,0.007874016,0.472440945,87.04,null,null,null,null,45.76957218,19.7,4107.910428,31.6647811,-110.286859
11918,2025-01-09T12:15:00-07:00,1/9/2025,z6-27513,Babocomari,100,8542,0.698,10.2,0.039370079,0.472440945,87.04,null,null,null,null,45.76957218,19.7,4107.910428,31.6647811,-110.286859
11919,2025-01-09T12:30:00-07:00,1/9/2025,z6-27513,Babocomari,100,8520,0.698,11.8,0.023622047,0.472440945,87.03,null,null,null,null,45.76957218,19.7,4107.910428,31.6647811,-110.286859
11920,2025-01-09T12:45:00-07:00,1/9/2025,z6-27513,Babocomari,100,8525,0.698,11.6,0.007874016,0.472440945,87.01,null,null,null,null,45.76957218,19.7,4107.910428,31.6647811,-110.286859
11921,2025-01-09T13:00:00-07:00,1/9/2025,z6-27513,Babocomari,100,8521,0.698,10.6,0.007874016,0.472440945,87.01,null,null,null,null,45.76957218,19.7,4107.910428,31.6647811,-110.286859
16933,2024-11-04T00:00:00-07:00,11/3/2024,z6-27513,Babocomari,100,8362,0.693,5.8,0.015748031,0.472440945,86.73,null,null,null,null,45.13637008,19.7,4108.54363,31.6647811,-110.286859
16934,2024-11-04T00:15:00-07:00,11/3/2024,z6-27513,Babocomari,100,8324,0.693,6,0.007874016,0.472440945,86.72,null,null,null,null,45.13308924,19.7,4108.546911,31.6647811,-110.286859
16953,2024-11-04T05:00:00-07:00,11/3/2024,z6-27513,Babocomari,100,8331,0.693,2.3,0.007874016,0.472440945,86.77,null,null,null,null,45.13637008,19.7,4108.54363,31.6647811,-110.286859
23625,2024-09-15T11:00:00-07:00,9/15/2024,z6-27513,Babocomari,100,8253,0.71,31.9,0.015748031,0.472440945,87.39,null,null,null,null,43.65014961,19.7,4110.02985,31.6647811,-110.286859
23626,2024-09-15T11:15:00-07:00,9/15/2024,z6-27513,Babocomari,100,8279,0.71,29.8,0.007874016,0.472440945,87.37,null,null,null,null,43.64686877,19.7,4110.033131,31.6647811,-110.286859
23635,2024-09-15T13:30:00-07:00,9/15/2024,z6-27513,Babocomari,100,8294,0.71,32.9,0.023622047,0.472440945,87.2,null,null,null,null,43.64686877,19.7,4110.033131,31.6647811,-110.286859
23648,2024-09-15T16:45:00-07:00,9/15/2024,z6-27513,Babocomari,100,8254,0.71,29,0.007874016,0.472440945,87.13,null,null,null,null,43.65343045,19.7,4110.02657,31.6647811,-110.286859
23705,2024-09-16T07:00:00-07:00,9/16/2024,z6-27513,Babocomari,100,8160,0.71,15.1,0.007874016,0.472440945,87.33,null,null,null,null,43.67967717,19.7,4110.000323,31.6647811,-110.286859
23792,2024-09-17T04:45:00-07:00,9/16/2024,z6-27513,Babocomari,100,8139,0.71,20.4,0.007874016,0.472440945,87.17,null,null,null,null,43.70920472,19.7,4109.970795,31.6647811,-110.286859
23794,2024-09-17T05:15:00-07:00,9/16/2024,z6-27513,Babocomari,100,8136,0.71,19.8,0.007874016,0.472440945,87.18,null,null,null,null,43.71248556,19.7,4109.967514,31.6647811,-110.286859
23796,2024-09-17T05:45:00-07:00,9/16/2024,z6-27513,Babocomari,100,8137,0.71,19.4,0.015748031,0.472440945,87.21,null,null,null,null,43.71248556,19.7,4109.967514,31.6647811,-110.286859
23797,2024-09-17T06:00:00-07:00,9/16/2024,z6-27513,Babocomari,100,8132,0.71,19.2,0.007874016,0.472440945,87.21,null,null,null,null,43.7157664,19.7,4109.964234,31.6647811,-110.286859
23800,2024-09-17T06:45:00-07:00,9/16/2024,z6-27513,Babocomari,100,8129,0.71,18.9,0.023622047,0.472440945,87.27,null,null,null,null,43.7157664,19.7,4109.964234,31.6647811,-110.286859
24318,2024-08-13T14:15:00-07:00,8/13/2024,z6-27513,Babocomari,100,8251,0.695,35.7,0.015748031,0.472440945,87.49,null,null,null,null,43.69280052,19.7,4109.987199,31.6647811,-110.286859
24319,2024-08-13T14:30:00-07:00,8/13/2024,z6-27513,Babocomari,100,8241,0.695,32.4,0.015748031,0.472440945,87.48,null,null,null,null,43.69280052,19.7,4109.987199,31.6647811,-110.286859
24329,2024-08-13T17:00:00-07:00,8/13/2024,z6-27513,Babocomari,100,8232,0.695,26.8,0.094488189,0.94488189,87.53,null,null,null,null,43.70592388,19.7,4109.974076,31.6647811,-110.286859
24330,2024-08-13T17:15:00-07:00,8/13/2024,z6-27513,Babocomari,100,8225,0.695,24.2,0.039370079,0.472440945,87.54,null,null,null,null,43.70592388,19.7,4109.974076,31.6647811,-110.286859
24331,2024-08-13T17:30:00-07:00,8/13/2024,z6-27513,Babocomari,100,8222,0.695,22.6,0.007874016,0.472440945,87.5,null,null,null,null,43.69608136,19.7,4109.983919,31.6647811,-110.286859
24332,2024-08-13T17:45:00-07:00,8/13/2024,z6-27513,Babocomari,100,8217,0.695,22.1,0.007874016,0.472440945,87.49,null,null,null,null,43.69608136,19.7,4109.983919,31.6647811,-110.286859
24391,2024-08-14T08:30:00-07:00,8/14/2024,z6-27513,Babocomari,100,8247,0.695,28.5,0.007874016,0.472440945,87.77,null,null,null,null,43.71248556,19.7,4109.967514,31.6647811,-110.286859
24621,2024-08-16T18:00:00-07:00,8/16/2024,z6-27513,Babocomari,100,8171,0.693,30.7,0.007874016,0.472440945,87.43,null,null,null,null,43.54844357,19.7,4110.131556,31.6647811,-110.286859
24622,2024-08-16T18:15:00-07:00,8/16/2024,z6-27513,Babocomari,100,8168,0.693,28.6,0.031496063,0.472440945,87.43,null,null,null,null,43.54516273,19.7,4110.134837,31.6647811,-110.286859
24664,2024-08-17T04:45:00-07:00,8/16/2024,z6-27513,Babocomari,100,8107,0.693,18.2,0.039370079,0.94488189,87.61,null,null,null,null,43.52875853,19.7,4110.151241,31.6647811,-110.286859
24665,2024-08-17T05:00:00-07:00,8/16/2024,z6-27513,Babocomari,100,8107,0.693,18.4,0.078740157,1.417322835,87.59,null,null,null,null,43.52875853,19.7,4110.151241,31.6647811,-110.286859
24669,2024-08-17T06:00:00-07:00,8/16/2024,z6-27513,Babocomari,100,8106,0.693,18.2,0.007874016,0.472440945,87.64,null,null,null,null,43.52219685,19.7,4110.157803,31.6647811,-110.286859
24819,2024-08-18T19:30:00-07:00,8/18/2024,z6-27513,Babocomari,100,8163,0.693,26.4,0.007874016,0.472440945,87.54,null,null,null,null,43.48610761,19.7,4110.193892,31.6647811,-110.286859
24899,2024-08-19T15:30:00-07:00,8/19/2024,z6-27513,Babocomari,100,8190,0.695,30.7,0.25984252,2.362204724,87.63,null,null,null,null,43.48938845,19.7,4110.190612,31.6647811,-110.286859
24900,2024-08-19T15:45:00-07:00,8/19/2024,z6-27513,Babocomari,100,8181,0.695,25.6,0.015748031,0.472440945,87.59,null,null,null,null,43.47954593,19.7,4110.200454,31.6647811,-110.286859
25088,2024-08-21T14:45:00-07:00,8/21/2024,z6-27513,Babocomari,100,8235,0.695,29.1,0.015748031,0.472440945,87.67,null,null,null,null,43.34831234,19.7,4110.331688,31.6647811,-110.286859
25090,2024-08-21T15:15:00-07:00,8/21/2024,z6-27513,Babocomari,100,8225,0.695,25.7,0.007874016,0.472440945,87.62,null,null,null,null,43.3450315,19.7,4110.334969,31.6647811,-110.286859
25093,2024-08-21T16:00:00-07:00,8/21/2024,z6-27513,Babocomari,100,8217,0.695,24.1,0.007874016,0.472440945,87.63,null,null,null,null,43.34175066,19.7,4110.338249,31.6647811,-110.286859
25182,2024-08-22T14:15:00-07:00,8/22/2024,z6-27513,Babocomari,100,8264,0.693,32.2,0.11023622,2.362204724,87.56,null,null,null,null,43.2466063,19.7,4110.433394,31.6647811,-110.286859
25183,2024-08-22T14:30:00-07:00,8/22/2024,z6-27513,Babocomari,100,8259,0.693,27.5,0.086614173,2.362204724,87.57,null,null,null,null,43.2466063,19.7,4110.433394,31.6647811,-110.286859
25188,2024-08-22T15:45:00-07:00,8/22/2024,z6-27513,Babocomari,100,8238,0.693,21.2,0.007874016,0.472440945,87.6,null,null,null,null,43.24332546,19.7,4110.436675,31.6647811,-110.286859
25314,2024-08-23T23:15:00-07:00,8/23/2024,z6-27513,Babocomari,100,8203,0.693,19.6,0.007874016,0.472440945,87.89,null,null,null,null,43.17442782,19.7,4110.505572,31.6647811,-110.286859
26295,2024-07-25T22:30:00-07:00,7/25/2024,z6-27513,Babocomari,100,8125,0.692,20.9,0.007874016,0.472440945,88.01,null,null,null,null,44.4145853,19.7,4109.265415,31.6647811,-110.286859
26297,2024-07-25T23:00:00-07:00,7/25/2024,z6-27513,Babocomari,100,8121,0.692,19.7,0.015748031,0.472440945,88.02,null,null,null,null,44.41786614,19.7,4109.262134,31.6647811,-110.286859
26454,2024-07-27T14:15:00-07:00,7/27/2024,z6-27513,Babocomari,100,8244,0.692,31.2,0.417322835,4.251968504,87.46,null,null,null,null,44.40802362,19.7,4109.271976,31.6647811,-110.286859
26455,2024-07-27T14:30:00-07:00,7/27/2024,z6-27513,Babocomari,100,8235,0.692,24.1,0.385826772,2.834645669,87.41,null,null,null,null,44.39161942,19.7,4109.288381,31.6647811,-110.286859
26456,2024-07-27T14:45:00-07:00,7/27/2024,z6-27513,Babocomari,100,8227,0.692,22,0.039370079,0.472440945,87.38,null,null,null,null,44.37849606,19.7,4109.301504,31.6647811,-110.286859
26462,2024-07-27T16:15:00-07:00,7/27/2024,z6-27513,Babocomari,100,8231,0.692,24,0.007874016,0.472440945,87.25,null,null,null,null,44.39161942,19.7,4109.288381,31.6647811,-110.286859
26671,2024-07-29T20:30:00-07:00,7/29/2024,z6-27513,Babocomari,100,8184,0.692,23.1,0.322834646,4.251968504,87.67,null,null,null,null,44.26038583,19.7,4109.419614,31.6647811,-110.286859
26672,2024-07-29T20:45:00-07:00,7/29/2024,z6-27513,Babocomari,100,8180,0.69,19.9,0.283464567,3.307086614,87.68,null,null,null,null,44.25710499,19.7,4109.422895,31.6647811,-110.286859
26673,2024-07-29T21:00:00-07:00,7/29/2024,z6-27513,Babocomari,100,8178,0.692,19.1,0.023622047,0.472440945,87.67,null,null,null,null,44.25382415,19.7,4109.426176,31.6647811,-110.286859
26674,2024-07-29T21:15:00-07:00,7/29/2024,z6-27513,Babocomari,100,8178,0.692,19,0.007874016,0.472440945,87.7,null,null,null,null,44.25382415,19.7,4109.426176,31.6647811,-110.286859
26675,2024-07-29T21:30:00-07:00,7/29/2024,z6-27513,Babocomari,100,8175,0.692,18.9,0.007874016,0.472440945,87.75,null,null,null,null,44.25382415,19.7,4109.426176,31.6647811,-110.286859
26676,2024-07-29T21:45:00-07:00,7/29/2024,z6-27513,Babocomari,100,8172,0.692,18.7,0.031496063,0.472440945,87.77,null,null,null,null,44.25382415,19.7,4109.426176,31.6647811,-110.286859
26677,2024-07-29T22:00:00-07:00,7/29/2024,z6-27513,Babocomari,100,8174,0.692,18.6,0.015748031,0.472440945,87.76,null,null,null,null,44.24726247,19.7,4109.432738,31.6647811,-110.286859
26679,2024-07-29T22:30:00-07:00,7/29/2024,z6-27513,Babocomari,100,8170,0.69,18.4,0.015748031,0.472440945,87.72,null,null,null,null,44.24726247,19.7,4109.432738,31.6647811,-110.286859
26681,2024-07-29T23:00:00-07:00,7/29/2024,z6-27513,Babocomari,100,8169,0.692,18.2,0.007874016,0.472440945,87.72,null,null,null,null,44.24726247,19.7,4109.432738,31.6647811,-110.286859
26682,2024-07-29T23:15:00-07:00,7/29/2024,z6-27513,Babocomari,100,8167,0.692,18.3,0.007874016,0.472440945,87.8,null,null,null,null,44.25382415,19.7,4109.426176,31.6647811,-110.286859
26684,2024-07-29T23:45:00-07:00,7/29/2024,z6-27513,Babocomari,100,8168,0.692,18.5,0.007874016,0.472440945,87.73,null,null,null,null,44.24398163,19.7,4109.436018,31.6647811,-110.286859
26685,2024-07-30T00:00:00-07:00,7/29/2024,z6-27513,Babocomari,100,8168,0.692,18.6,0.007874016,0.472440945,87.71,null,null,null,null,44.24398163,19.7,4109.436018,31.6647811,-110.286859
26686,2024-07-30T00:15:00-07:00,7/29/2024,z6-27513,Babocomari,100,8144,0.692,18.7,0.007874016,0.472440945,87.73,null,null,null,null,44.24398163,19.7,4109.436018,31.6647811,-110.286859
26689,2024-07-30T01:00:00-07:00,7/29/2024,z6-27513,Babocomari,100,8154,0.692,18.4,0.007874016,0.472440945,87.71,null,null,null,null,44.24070079,19.7,4109.439299,31.6647811,-110.286859
26690,2024-07-30T01:15:00-07:00,7/29/2024,z6-27513,Babocomari,100,8151,0.692,18.4,0.007874016,0.472440945,87.74,null,null,null,null,44.24070079,19.7,4109.439299,31.6647811,-110.286859
26691,2024-07-30T01:30:00-07:00,7/29/2024,z6-27513,Babocomari,100,8152,0.692,18.5,0.007874016,0.472440945,87.73,null,null,null,null,44.23741995,19.7,4109.44258,31.6647811,-110.286859
26701,2024-07-30T04:00:00-07:00,7/29/2024,z6-27513,Babocomari,100,8147,0.692,18.2,0.007874016,0.472440945,87.6,null,null,null,null,44.22429659,19.7,4109.455703,31.6647811,-110.286859
26841,2024-07-31T15:00:00-07:00,7/31/2024,z6-27513,Babocomari,100,8222,0.692,23.2,0.007874016,0.472440945,87.78,null,null,null,null,44.03400787,19.7,4109.645992,31.6647811,-110.286859
26842,2024-07-31T15:15:00-07:00,7/31/2024,z6-27513,Babocomari,100,8224,0.692,22.2,0.007874016,0.472440945,87.74,null,null,null,null,44.02744619,19.7,4109.652554,31.6647811,-110.286859
26982,2024-08-02T02:15:00-07:00,8/1/2024,z6-27513,Babocomari,100,8134,0.693,21.3,0.007874016,0.472440945,88.06,null,null,null,null,43.85684252,19.7,4109.823157,31.6647811,-110.286859
27041,2024-08-02T17:00:00-07:00,8/2/2024,z6-27513,Babocomari,100,8187,0.693,37.2,0.015748031,0.472440945,87.69,null,null,null,null,43.80434908,19.7,4109.875651,31.6647811,-110.286859
27043,2024-08-02T17:30:00-07:00,8/2/2024,z6-27513,Babocomari,100,8172,0.693,28.3,0.007874016,0.472440945,87.62,null,null,null,null,43.7977874,19.7,4109.882213,31.6647811,-110.286859
27333,2024-08-05T18:00:00-07:00,8/5/2024,z6-27513,Babocomari,100,8178,0.695,29.8,0.007874016,0.472440945,87.38,null,null,null,null,43.67311549,19.7,4110.006885,31.6647811,-110.286859
27334,2024-08-05T18:15:00-07:00,8/5/2024,z6-27513,Babocomari,100,8174,0.695,28.5,0.031496063,0.472440945,87.4,null,null,null,null,43.67639633,19.7,4110.003604,31.6647811,-110.286859
27335,2024-08-05T18:30:00-07:00,8/5/2024,z6-27513,Babocomari,100,8172,0.693,26.3,0.031496063,0.472440945,87.44,null,null,null,null,43.67967717,19.7,4110.000323,31.6647811,-110.286859
27349,2024-08-05T22:00:00-07:00,8/5/2024,z6-27513,Babocomari,100,8150,0.695,22.8,0.047244094,1.88976378,87.66,null,null,null,null,43.68951969,19.7,4109.99048,31.6647811,-110.286859
27350,2024-08-05T22:15:00-07:00,8/5/2024,z6-27513,Babocomari,100,8148,0.693,21.7,0.070866142,0.94488189,87.7,null,null,null,null,43.68951969,19.7,4109.99048,31.6647811,-110.286859
27410,2024-08-06T13:15:00-07:00,8/6/2024,z6-27513,Babocomari,100,8288,0.693,36.7,0.039370079,0.94488189,87.73,null,null,null,null,43.66983465,19.7,4110.010165,31.6647811,-110.286859
27411,2024-08-06T13:30:00-07:00,8/6/2024,z6-27513,Babocomari,100,8273,0.693,30.4,0.015748031,0.472440945,87.74,null,null,null,null,43.66983465,19.7,4110.010165,31.6647811,-110.286859
27412,2024-08-06T13:45:00-07:00,8/6/2024,z6-27513,Babocomari,100,8266,0.693,26.3,0.015748031,0.472440945,87.74,null,null,null,null,43.66655381,19.7,4110.013446,31.6647811,-110.286859
27432,2024-08-06T18:45:00-07:00,8/6/2024,z6-27513,Babocomari,100,8228,0.693,24.2,0.023622047,0.472440945,87.8,null,null,null,null,43.66983465,19.7,4110.010165,31.6647811,-110.286859
27435,2024-08-06T19:30:00-07:00,8/6/2024,z6-27513,Babocomari,100,8219,0.693,21.4,0.007874016,0.472440945,87.77,null,null,null,null,43.66655381,19.7,4110.013446,31.6647811,-110.286859
27631,2024-08-08T20:30:00-07:00,8/8/2024,z6-27513,Babocomari,100,8198,0.693,23.9,0.133858268,1.417322835,87.53,null,null,null,null,43.65671129,19.7,4110.023289,31.6647811,-110.286859
27632,2024-08-08T20:45:00-07:00,8/8/2024,z6-27513,Babocomari,100,8199,0.693,21.9,0.031496063,0.472440945,87.55,null,null,null,null,43.65999213,19.7,4110.020008,31.6647811,-110.286859
27634,2024-08-08T21:15:00-07:00,8/8/2024,z6-27513,Babocomari,100,8196,0.693,20.1,0.007874016,0.472440945,87.61,null,null,null,null,43.66327297,19.7,4110.016727,31.6647811,-110.286859
27636,2024-08-08T21:45:00-07:00,8/8/2024,z6-27513,Babocomari,100,8191,0.693,19.5,0.007874016,0.472440945,87.58,null,null,null,null,43.65671129,19.7,4110.023289,31.6647811,-110.286859
27718,2024-08-09T18:15:00-07:00,8/9/2024,z6-27513,Babocomari,100,8215,0.695,28,0.007874016,0.472440945,87.36,null,null,null,null,43.65014961,19.7,4110.02985,31.6647811,-110.286859
27781,2024-07-05T14:45:00-07:00,7/5/2024,z6-27513,Babocomari,100,10205,0.001,27.7,0.007874016,0.472440945,92.46,null,null,null,null,55.08387664,27.3,4098.596123,31.6647811,-110.286859
27783,2024-07-13T13:45:00-07:00,7/13/2024,z6-27513,Babocomari,96,7770,0.695,38.6,0.023622047,1.417322835,87.66,null,null,null,null,44.41130446,19.9,4109.268696,31.6647811,-110.286859
28020,2024-07-16T01:00:00-07:00,7/15/2024,z6-27513,Babocomari,100,8099,0.697,20.9,0.007874016,0.472440945,87.66,null,null,null,null,44.4309895,19.7,4109.24901,31.6647811,-110.286859
28023,2024-07-16T01:45:00-07:00,7/15/2024,z6-27513,Babocomari,100,8095,0.697,19.9,0.007874016,0.472440945,87.54,null,null,null,null,44.42114698,19.7,4109.258853,31.6647811,-110.286859
28105,2024-07-16T22:15:00-07:00,7/16/2024,z6-27513,Babocomari,100,8119,0.697,27.2,0.149606299,2.834645669,87.49,null,null,null,null,44.45067454,19.7,4109.229325,31.6647811,-110.286859
28106,2024-07-16T22:30:00-07:00,7/16/2024,z6-27513,Babocomari,100,8116,0.697,23.3,0.062992126,1.417322835,87.51,null,null,null,null,44.4473937,19.7,4109.232606,31.6647811,-110.286859
28109,2024-07-16T23:15:00-07:00,7/16/2024,z6-27513,Babocomari,100,8112,0.697,19.6,0.086614173,1.417322835,87.63,null,null,null,null,44.4473937,19.7,4109.232606,31.6647811,-110.286859
28110,2024-07-16T23:30:00-07:00,7/16/2024,z6-27513,Babocomari,100,8106,0.697,18.9,0.007874016,0.472440945,87.58,null,null,null,null,44.44083202,19.7,4109.239168,31.6647811,-110.286859
28113,2024-07-17T00:15:00-07:00,7/16/2024,z6-27513,Babocomari,100,8086,0.697,18.8,0.015748031,0.472440945,87.57,null,null,null,null,44.4473937,19.7,4109.232606,31.6647811,-110.286859
28137,2024-07-17T06:15:00-07:00,7/16/2024,z6-27513,Babocomari,100,8088,0.697,17.4,0.007874016,0.472440945,87.59,null,null,null,null,44.45067454,19.7,4109.229325,31.6647811,-110.286859
28273,2024-07-18T16:15:00-07:00,7/18/2024,z6-27513,Babocomari,100,8182,0.695,32.8,0.007874016,0.472440945,87.49,null,null,null,null,44.46707874,19.7,4109.212921,31.6647811,-110.286859
28360,2024-07-19T14:00:00-07:00,7/19/2024,z6-27513,Babocomari,100,8234,0.695,36.7,0.023622047,0.472440945,87.59,null,null,null,null,44.47692126,19.7,4109.203079,31.6647811,-110.286859
28361,2024-07-19T14:15:00-07:00,7/19/2024,z6-27513,Babocomari,100,8224,0.695,30.4,0.023622047,0.94488189,87.59,null,null,null,null,44.4802021,19.7,4109.199798,31.6647811,-110.286859
29364,2025-05-20T11:00:00-07:00,5/20/2025,z6-13294,Bella Vista,100,8391,null,31.7,0.007874016,0.472440945,87.32,null,null,null,null,null,null,null,31.5856608,-110.191858
29365,2025-05-20T11:15:00-07:00,5/20/2025,z6-13294,Bella Vista,100,8399,null,32.2,0.007874016,0.472440945,87.31,null,null,null,null,null,null,null,31.5856608,-110.191858
29366,2025-05-20T11:30:00-07:00,5/20/2025,z6-13294,Bella Vista,100,8408,null,32.7,0.015748031,0.472440945,87.3,null,null,null,null,null,null,null,31.5856608,-110.191858
29367,2025-05-20T11:45:00-07:00,5/20/2025,z6-13294,Bella Vista,100,8411,null,33.3,0.007874016,0.472440945,87.28,null,null,null,null,null,null,null,31.5856608,-110.191858
29517,2025-05-22T01:15:00-07:00,5/21/2025,z6-13294,Bella Vista,100,8169,null,14,0.007874016,0.472440945,87.32,null,null,null,null,null,null,null,31.5856608,-110.191858
30254,2025-05-29T17:30:00-07:00,5/29/2025,z6-13294,Bella Vista,100,8288,null,34,0.094488189,2.362204724,87.12,0.096,35,null,null,null,null,null,31.5856608,-110.191858
32642,2025-04-01T10:00:00-07:00,4/1/2025,z6-13294,Bella Vista,100,8385,null,22.5,0.165354331,3.779527559,86.73,null,null,null,null,null,null,null,31.5856608,-110.191858
32643,2025-04-01T10:15:00-07:00,4/1/2025,z6-13294,Bella Vista,100,8418,null,23,0.070866142,4.251968504,86.73,null,null,null,null,null,null,null,31.5856608,-110.191858
34362,2025-04-19T08:00:00-07:00,4/19/2025,z6-13294,Bella Vista,100,8338,null,8.2,0.031496063,0.472440945,87.27,null,null,null,null,null,null,null,31.5856608,-110.191858
34879,2025-03-13T21:00:00-07:00,3/13/2025,z6-13294,Bella Vista,100,8521,null,10.3,0.015748031,0.472440945,86.58,null,null,null,null,null,null,null,31.5856608,-110.191858
