site,camera,date,prcp,vpd,tmax,tmin,dtgw,et,fp,is_test_mask,fp_pred,fp_final,source
Boquillas,1.5059067396841028,2006-01-12,-0.2734546534706098,-0.6253394751211829,-1.0018672722549724,-1.4487603466695327,-0.6664490119318981,-0.5845047104262473,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-13,-0.2734546534706098,-0.4695019071841352,-0.758165382690453,-1.3649144740833252,-0.6664490119318981,-0.5840555586946127,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-14,-0.2734546534706098,-0.29721165344653094,-0.5544146225627404,-0.7154416832568298,-0.6664490119318981,-0.57760407406273,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-15,-0.2734546534706098,-0.7158758218211277,-1.2122765539554863,-0.8485303699016035,-0.6664490119318981,-0.5692845334103659,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-16,-0.2734546534706098,-1.3806096879240022,-2.310932613467663,-1.2025462763767014,-0.6664490119318981,-0.582867212149832,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-17,-0.2734546534706098,-0.9654518726403859,-1.5998025094925086,-2.0995640243624756,-0.6664490119318981,-0.5918272730481831,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-18,-0.2734546534706098,-0.5149626554249787,-0.7994482164418198,-1.816085121809108,-0.6664490119318981,-0.5844187193535663,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-19,-0.2734546534706098,-0.7465089450748351,-1.2349155273030101,-1.205208050109597,-0.6664490119318981,-0.5715202862006735,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-20,-0.2734546534706098,-0.9797231413653911,-1.6424170475584356,-1.9465120347209863,-0.6664490119318981,-0.5880071957704625,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-21,-0.2734546534706098,-0.8876802859041301,-1.4653003737219272,-1.7255848148906618,-0.6664490119318981,-0.5850989686327525,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-22,-0.2734546534706098,-0.8075076158566827,-1.3028324473455808,-1.7868056107472579,-0.6664490119318981,-0.5865284588580123,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-23,-0.2734546534706098,-0.7837842401874419,-1.2761983610543766,-1.5459150879202175,-0.6664490119318981,-0.577453525513096,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-24,0.07165939000150605,-0.6411125758923192,-1.061793966410182,-1.0348545312042865,-0.6664490119318981,-0.5720019544863062,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-25,-0.2734546534706098,-0.5107661480793733,-0.8766870666863121,-0.6874930590614273,-0.6664490119318981,-0.542226581725595,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-26,-0.2734546534706098,-0.8124852546549615,-1.3148177861766226,-1.7535334390860646,-0.6664490119318981,-0.571714438037425,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-27,-0.2734546534706098,-0.7004539163032021,-1.1190572519362711,-1.6164520918419474,-0.6664490119318981,-0.5688343385619731,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-28,-0.2734546534706098,-0.9294282620295229,-1.5558562671120215,-1.680334661431439,-0.6664490119318981,-0.5780786519226302,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-29,-0.2734546534706098,-0.7620237173668186,-1.23624723161757,-1.5365988798550834,-0.6664490119318981,-0.5776104887903936,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-30,-0.2734546534706098,-0.4308362288740614,-0.6969069842206834,-1.4101646275425481,-0.6664490119318981,-0.5757592887314226,,False,,,predicted
Boquillas,1.5059067396841028,2006-01-31,-0.2734546534706098,-0.4469172485614974,-0.7381898179720499,-1.163950557249717,-0.6664490119318981,-0.5745178363449314,,False,1.0,1,predicted
Boquillas,1.5059067396841028,2006-02-01,-0.2734546534706098,-0.737483638672255,-1.204286328068125,-1.3728997952820117,-0.6664490119318981,-0.5827605701335624,,False,1.0,1,predicted
Boquillas,1.5059067396841028,2006-02-02,-0.2734546534706098,-0.3822193316200669,-0.6303217684926727,-1.3396276236208182,-0.6664490119318981,-0.5821593649456076,,False,1.0,1,predicted
Boquillas,1.5059067396841028,2006-02-03,-0.2734546534706098,-0.43778369925010197,-0.7368581136574894,-1.0002514726766454,-0.6664490119318981,-0.5764953957176391,,False,1.0,1,predicted
Boquillas,1.5059067396841028,2006-02-04,-0.2734546534706098,-0.23546499801466936,-0.4372246428814412,-1.1626196703832692,-0.6664490119318981,-0.5744241194135109,,False,1.0,1,predicted
Boquillas,1.5059067396841028,2006-02-05,-0.2734546534706098,-0.29150044821663074,-0.5277805362715358,-0.961655753549661,-0.6664490119318981,-0.5637159470807513,,False,1.0,1,predicted
Boquillas,1.5059067396841028,2006-02-06,-0.2734546534706098,-0.5827430845410079,-0.9339503522124013,-1.4101646275425481,-0.6664490119318981,-0.5709468651636679,,False,1.0,1,predicted
Boquillas,1.5059067396841028,2006-02-07,-0.2734546534706098,-0.6717973605723905,-1.0644573750393025,-1.680334661431439,-0.6664490119318981,-0.5673639000271103,,False,1.0,1,predicted
